purchase_id,member_id,type,ref_id,number,total_fee,purchase_time
500280,102592,course,300236,1,240.0,2025-04-23 13:02:01
500281,127235,product,400082,1,210.0,2023-05-08 20:13:33
500282,137121,product,400220,3,150.0,2023-09-21 22:06:07
500283,135293,product,400018,2,420.0,2023-05-19 12:47:26
500284,134118,course,300071,1,240.0,2023-10-09 05:14:52
500285,136736,course,300244,1,170.0,2023-08-28 23:58:23
500286,132797,product,400254,2,360.0,2024-03-23 17:11:29
500287,128809,product,400255,3,690.0,2024-03-06 20:32:45
500288,132254,product,400130,2,500.0,2024-05-01 17:45:25
500289,139610,product,400281,3,150.0,2024-06-23 21:59:28
500290,149112,course,300462,1,210.0,2023-06-27 01:12:14
500291,124914,product,400031,1,50.0,2023-07-08 13:13:59
500292,149293,course,300227,1,230.0,2024-01-13 10:57:52
500293,132842,product,400076,1,270.0,2024-12-25 12:56:26
500294,134864,product,400071,3,180.0,2023-05-21 22:18:34
500295,109146,course,300123,1,210.0,2024-08-28 15:01:59
500296,153961,product,400100,2,420.0,2024-06-26 07:26:55
500297,113741,product,400269,3,570.0,2023-10-10 16:10:11
500298,114321,product,400097,2,280.0,2024-11-09 01:06:19
500299,102588,product,400118,3,210.0,2024-04-22 05:13:10
500300,132880,product,400279,1,210.0,2023-10-23 04:24:53
500301,162701,product,400168,2,440.0,2025-01-16 01:46:25
500302,107661,product,400109,2,400.0,2024-06-23 19:05:56
500303,157199,course,300246,1,190.0,2023-08-19 09:39:52
500304,107053,product,400111,1,180.0,2024-05-14 02:34:49
500305,131400,course,300176,1,130.0,2023-12-15 22:14:28
500306,134374,product,400189,1,120.0,2023-05-26 13:52:50
500307,130695,product,400031,3,150.0,2025-02-16 05:21:03
500308,112564,product,400090,3,600.0,2024-07-07 00:04:05
500309,119928,product,400010,2,480.0,2024-10-09 17:01:48
500310,166315,product,400091,1,290.0,2024-09-13 15:09:03
500311,156567,product,400138,3,780.0,2024-08-24 21:04:20
500312,134569,course,300215,1,210.0,2025-06-25 01:28:11
500313,110285,course,300093,1,90.0,2025-03-13 11:45:22
500314,153595,product,400112,3,540.0,2024-02-01 15:10:52
500315,165723,product,400296,2,400.0,2023-11-13 10:37:17
500316,103582,product,400275,2,220.0,2023-06-10 18:39:53
500317,106918,course,300337,1,120.0,2023-10-07 10:30:17
500318,107022,product,400267,1,100.0,2023-10-24 01:36:16
500319,128038,course,300110,1,250.0,2025-04-14 23:33:23
500320,134415,product,400152,3,240.0,2024-05-19 00:20:00
500321,101518,product,400016,3,240.0,2023-10-03 07:25:15
500322,133635,product,400191,3,240.0,2024-06-26 18:48:44
500323,158032,product,400181,3,600.0,2024-07-14 02:59:00
500324,127106,product,400248,3,480.0,2024-10-23 07:59:16
500325,126858,course,300188,1,90.0,2023-06-23 02:16:49
500326,134575,course,300212,1,210.0,2025-01-24 02:42:38
500327,112188,product,400285,3,300.0,2023-08-16 02:03:52
500328,133174,product,400094,1,110.0,2023-06-22 02:26:53
500329,145959,course,300428,1,170.0,2024-08-04 03:38:07
500330,107100,product,400136,2,320.0,2024-11-12 02:49:07
500331,142348,product,400262,2,160.0,2023-11-24 02:52:38
500332,156087,product,400265,1,240.0,2024-07-04 12:19:31
500333,139227,product,400093,2,300.0,2023-10-22 16:26:23
500334,144240,course,300450,1,180.0,2024-08-08 02:31:36
500335,105360,course,300431,1,250.0,2024-10-08 01:08:56
500336,101542,product,400102,1,150.0,2023-11-12 07:32:40
500337,121518,course,300282,1,90.0,2024-10-31 20:42:56
500338,164307,product,400167,3,720.0,2023-11-15 08:58:30
500339,133429,product,400250,2,260.0,2025-03-12 15:00:46
500340,105567,course,300040,1,300.0,2024-11-10 14:17:28
500341,122286,course,300185,1,140.0,2024-03-27 10:07:57
500342,155809,product,400254,3,540.0,2024-04-15 14:42:31
500343,164143,product,400249,2,480.0,2025-04-11 05:02:44
500344,132712,product,400222,2,300.0,2023-05-11 13:01:08
500345,110603,course,300256,1,60.0,2023-10-12 00:07:12
500346,158787,course,300078,1,60.0,2024-06-03 03:52:21
500347,100000,product,400165,2,280.0,2024-02-18 14:43:46
500348,159865,course,300233,1,150.0,2025-07-27 01:58:12
500349,142780,course,300019,1,200.0,2024-11-16 18:50:57
500350,161573,product,400147,1,280.0,2023-08-28 09:38:07
500351,162200,course,300249,1,230.0,2023-11-25 16:03:00
500352,125568,product,400090,2,400.0,2023-10-09 19:40:46
500353,139264,course,300024,1,190.0,2025-02-27 23:36:25
500354,135324,course,300418,1,260.0,2024-04-21 10:00:16
500355,119764,product,400020,2,300.0,2024-08-13 01:43:21
500356,127059,course,300187,1,70.0,2024-09-12 17:47:33
500357,107829,course,300303,1,260.0,2024-03-15 23:33:04
500358,129646,course,300165,1,120.0,2023-07-21 01:16:14
500359,148280,product,400076,2,540.0,2024-07-08 00:30:55
500360,157688,course,300175,1,80.0,2025-03-30 01:01:18
500361,141227,course,300061,1,60.0,2024-09-15 23:39:25
500362,100187,product,400293,2,340.0,2023-09-26 03:32:55
500363,131018,course,300171,1,70.0,2023-08-07 15:12:07
500364,117399,product,400222,3,450.0,2024-01-19 16:20:35
500365,134473,course,300242,1,180.0,2025-03-01 00:57:51
500366,145123,product,400115,1,200.0,2024-02-08 08:52:02
500367,109705,course,300472,1,80.0,2023-08-20 09:06:51
500368,117210,product,400220,2,100.0,2025-02-19 13:34:37
500369,141227,course,300419,1,180.0,2024-02-18 00:28:58
500370,117882,product,400116,2,520.0,2024-10-12 20:14:45
500371,128610,product,400265,2,480.0,2023-10-10 16:47:08
500372,101278,product,400222,2,300.0,2023-10-21 02:40:47
500373,156365,course,300403,1,160.0,2024-11-02 15:37:42
500374,153194,product,400298,1,60.0,2024-07-02 20:06:05
500375,112058,product,400291,2,200.0,2024-07-05 22:15:36
500376,125924,course,300340,1,270.0,2025-02-24 17:32:08
500377,153716,product,400138,2,520.0,2024-03-16 03:54:44
500378,101309,product,400106,1,120.0,2024-12-17 15:03:19
500379,140127,product,400052,3,870.0,2024-10-19 21:43:45
500380,144687,course,300027,1,210.0,2024-04-30 14:36:10
500381,168825,product,400112,2,360.0,2024-07-06 23:34:36
500382,156856,course,300410,1,80.0,2024-06-12 06:12:04
500383,160697,course,300490,1,110.0,2024-05-19 10:43:31
500384,129578,product,400073,1,280.0,2024-03-11 01:44:58
500385,151571,course,300210,1,250.0,2025-07-18 12:57:08
500386,114719,product,400230,3,510.0,2024-12-15 21:39:26
500387,162993,product,400070,1,50.0,2024-02-12 11:46:20
500388,166409,course,300248,1,240.0,2024-07-10 14:11:53
500389,120527,product,400043,3,510.0,2024-01-11 08:49:28
500390,159275,course,300492,1,270.0,2023-12-05 11:42:27
500391,113602,course,300316,1,100.0,2025-06-09 15:00:25
500392,121095,product,400228,2,360.0,2024-05-19 11:06:45
500393,161901,product,400198,2,420.0,2023-09-08 19:12:30
500394,153323,product,400067,3,600.0,2024-12-19 02:29:47
500395,112200,product,400057,2,260.0,2024-02-10 15:55:57
500396,140078,course,300014,1,110.0,2025-06-03 07:51:49
500397,106517,product,400001,3,810.0,2024-04-27 08:32:14
500398,150625,product,400274,1,250.0,2025-01-14 05:24:53
500399,161766,product,400200,3,300.0,2024-08-20 10:45:09
500400,165087,product,400056,3,600.0,2024-10-17 21:28:59
500401,110463,product,400069,1,240.0,2024-11-06 12:18:40
500402,166660,product,400198,2,420.0,2024-08-23 11:01:28
500403,158669,course,300312,1,140.0,2024-12-27 17:09:22
500404,129400,course,300150,1,140.0,2023-06-02 09:33:37
500405,163727,product,400037,2,420.0,2024-05-26 23:38:52
500406,104030,course,300273,1,190.0,2023-10-08 21:19:37
500407,122335,product,400191,1,80.0,2024-06-21 19:33:56
500408,111464,product,400187,1,80.0,2024-04-03 23:13:52
500409,111768,course,300472,1,80.0,2025-05-24 21:37:17
500410,151429,product,400085,3,600.0,2025-01-29 20:58:00
500411,122754,product,400041,2,380.0,2023-06-06 18:52:41
500412,161574,course,300108,1,250.0,2024-08-08 01:08:35
500413,160185,course,300088,1,100.0,2024-01-16 09:02:24
500414,166201,product,400184,1,50.0,2024-07-19 04:30:51
500415,153029,product,400106,2,240.0,2024-01-06 19:17:55
500416,109260,product,400262,2,160.0,2024-08-30 21:05:18
500417,110755,product,400289,1,100.0,2023-11-29 09:03:07
500418,125710,product,400132,3,480.0,2023-06-24 07:39:03
500419,119507,product,400261,1,90.0,2024-10-22 06:14:29
500420,151270,product,400061,1,90.0,2024-01-30 15:01:39
500421,159339,course,300023,1,250.0,2023-12-04 18:08:06
500422,113911,product,400067,1,200.0,2023-05-21 11:25:47
500423,127096,course,300459,1,70.0,2024-09-07 16:07:28
500424,101854,product,400194,1,260.0,2024-06-11 23:07:01
500425,105212,course,300326,1,230.0,2025-05-05 17:59:42
500426,148225,course,300331,1,270.0,2023-09-17 17:55:40
500427,104343,product,400072,1,190.0,2023-11-05 05:20:25
500428,114567,product,400224,3,780.0,2023-08-16 16:56:06
500429,104088,course,300112,1,80.0,2025-06-08 03:46:04
500430,160702,product,400259,1,120.0,2024-08-06 23:49:23
500431,114569,product,400164,1,170.0,2024-05-31 06:16:16
500432,125441,course,300127,1,270.0,2025-07-25 20:20:42
500433,108683,product,400077,3,390.0,2024-07-29 21:44:57
500434,143984,product,400180,1,80.0,2024-06-14 15:21:40
500435,167951,course,300158,1,250.0,2023-09-14 20:20:39
500436,117346,product,400016,2,160.0,2023-05-01 03:02:56
500437,113966,product,400135,3,420.0,2024-09-07 10:10:12
500438,168194,product,400274,2,500.0,2024-03-23 14:34:03
500439,141566,course,300420,1,50.0,2023-07-15 22:32:43
500440,141981,course,300290,1,240.0,2024-06-16 10:18:04
500441,123658,product,400034,2,300.0,2024-01-09 16:32:29
500442,115667,product,400181,3,600.0,2023-09-25 15:55:12
500443,158211,course,300087,1,200.0,2024-08-27 07:41:26
500444,161198,course,300106,1,150.0,2023-07-18 10:02:56
500445,123808,course,300367,1,100.0,2023-05-28 04:28:52
500446,122049,product,400116,1,260.0,2023-09-23 05:27:38
500447,150127,product,400141,2,220.0,2025-02-03 00:54:00
500448,134922,course,300016,1,140.0,2024-10-07 11:10:22
500449,133623,course,300018,1,120.0,2025-05-14 19:55:30
500450,136193,course,300036,1,90.0,2025-06-13 02:21:38
500451,144698,course,300366,1,70.0,2025-01-31 21:45:23
500452,148204,product,400132,1,160.0,2024-03-06 04:15:17
500453,142569,product,400239,1,100.0,2024-08-27 22:02:10
500454,100051,product,400164,1,170.0,2024-09-20 08:07:53
500455,150956,course,300355,1,80.0,2023-11-12 12:07:35
500456,129950,product,400028,2,500.0,2024-01-18 14:55:24
500457,163442,product,400151,1,220.0,2023-10-09 06:53:50
500458,112462,course,300258,1,160.0,2024-07-23 09:13:10
500459,132685,course,300048,1,110.0,2024-06-03 03:51:37
500460,100515,product,400197,1,50.0,2023-09-29 07:03:57
500461,101015,course,300480,1,160.0,2024-05-30 00:31:49
500462,129767,course,300249,1,230.0,2023-06-18 18:04:42
500463,166948,product,400242,3,840.0,2023-09-20 11:48:52
