pick_id,pick_name,pick_photo,pick_time,pick_place,description,registrant_username,is_claimed
700022,Apparel-Sneakers,/images/lost/apparel_ad8e42ae.jpg,2024-07-16 17:25,10484_Harmon_Forks_Suite_232_(Near_University)-Poolside,Category: Apparel; Item Name: Sneakers; Note: Good condition,gina76,0
700023,Electronics-Wireless Earbuds,/images/lost/electronics_51042502.jpg,2024-10-23 19:18,648_Randy_Island_(Near_University)-Reception,Category: Electronics; Item Name: Wireless Earbuds; Model: hJ-0443; Color: silver; Note: Visible wear marks,sawyerkevin,0
700024,Accessories-Eyeglasses,/images/lost/accessories_9ded42bc.jpg,2025-03-28 11:30,6390_Sanders_Burgs_Suite_593_(Near_Metro_Station)-Equipment_Area,Category: Accessories; Item Name: Eyeglasses; Color: fuchsia; Note: Good condition,dixonchristopher,0
700025,Apparel-Gym Gloves,/images/lost/apparel_be976452.jpg,2024-09-23 00:30,618_Stephen_Brooks_Suite_188_(Near_Shopping_Mall)-Locker_Room,Category: Apparel; Item Name: Gym Gloves; Color: olive; Note: Good condition,coxluke,0
700026,Daily Essentials-Water Bottle,/images/lost/daily essentials_1d06e60a.jpg,2024-10-22 19:12,6481_Andersen_Landing_Suite_946_(Near_Shopping_Mall)-Reception,Category: Daily Essentials; Item Name: Water Bottle; Contains: Cash; Note: Visible wear marks,coxdenise,0
700027,Accessories-Fitness Tracker,/images/lost/accessories_534de94b.jpg,2024-10-10 23:31,626_Christopher_Forks_(Near_University)-Poolside,Category: Accessories; Item Name: Fitness Tracker; Brand: Moore Group; Note: Good condition,karenpittman,1
700028,Accessories-Ring,/images/lost/accessories_8ddcfc3d.jpg,2025-03-13 01:22,6390_Sanders_Burgs_Suite_593_(Near_Metro_Station)-Reception,Category: Accessories; Item Name: Ring; Note: Good condition,khiggins,0
700029,Apparel-Towel,/images/lost/apparel_04a54179.jpg,2025-02-04 00:58,20297_Conley_Prairie_(Near_Shopping_Mall)-Equipment_Area,Category: Apparel; Item Name: Towel; Color: yellow; Note: Visible wear marks,taylorcontreras,0
700030,Accessories-Fitness Tracker,/images/lost/accessories_ca0760cc.jpg,2024-06-18 16:41,2229_Devin_Summit_Apt._724_(Near_Metro_Station)-Locker_Room,Category: Accessories; Item Name: Fitness Tracker; Brand: Gentry PLC; Note: Stored at reception,cooktravis,0
700031,Accessories-Ring,/images/lost/accessories_c41162d2.jpg,2024-09-14 09:04,1391_Robin_Light_Apt._130_(Near_University)-Poolside,Category: Accessories; Item Name: Ring; Note: Found in locker room,sabrina50,0
700032,Electronics-Tablet,/images/lost/electronics_dbed36f2.jpg,2024-10-04 20:57,159_Sarah_Ways_Suite_391_(Near_University)-Reception,Category: Electronics; Item Name: Tablet; Color: teal; Note: Good condition,westchristopher,0
700033,Daily Essentials-Water Bottle,/images/lost/daily essentials_67253aed.jpg,2024-10-08 11:43,031_Johnson_Circles_Suite_499_(Near_Metro_Station)-Locker_Room,Category: Daily Essentials; Item Name: Water Bottle; Color: fuchsia; Contains: Credit Cards; Note: Stored at reception,caroline79,0
700034,Daily Essentials-Keys,/images/lost/daily essentials_e9b3c45c.jpg,2025-03-18 22:25,46078_Curtis_Throughway_(Near_Shopping_Mall)-Reception,Category: Daily Essentials; Item Name: Keys; Contains: Credit Cards; Note: Good condition,xmunoz,0
700035,Daily Essentials-Wallet,/images/lost/daily essentials_9eebe2a0.jpg,2024-08-26 12:02,85212_Lee_Squares_(Near_Metro_Station)-Reception,Category: Daily Essentials; Item Name: Wallet; Brand: Giles-Porter; Color: green; Note: Visible wear marks,sabrinabright,0
700036,Apparel-Sneakers,/images/lost/apparel_c3d3624b.jpg,2024-08-31 15:13,747_Grant_Flat_Suite_068_(Near_University)-Locker_Room,Category: Apparel; Item Name: Sneakers; Brand: Brady-Wright; Note: Found in locker room,anthonymalone,0
700037,Apparel-Sneakers,/images/lost/apparel_955c7f23.jpg,2025-03-22 05:21,35986_Emily_Mount_Apt._444_(Near_Shopping_Mall)-Locker_Room,Category: Apparel; Item Name: Sneakers; Note: Found in locker room,alexandra20,0
700038,Daily Essentials-Water Bottle,/images/lost/daily essentials_8fcb03c0.jpg,2024-10-01 17:05,676_Mary_Dam_Suite_177_(Near_Metro_Station)-Poolside,Category: Daily Essentials; Item Name: Water Bottle; Brand: Williams Inc; Note: Visible wear marks,richardgarrison,1
700039,Daily Essentials-Membership Card,/images/lost/daily essentials_66fb53ce.jpg,2024-07-13 02:26,5638_Smith_Plaza_(Near_Shopping_Mall)-Poolside,Category: Daily Essentials; Item Name: Membership Card; Brand: Barker-Sanchez; Note: Visible wear marks,joshua50,0
700040,Electronics-Smart Watch,/images/lost/electronics_3d9c33df.jpg,2024-06-16 15:27,1674_Craig_Mall_(Near_Metro_Station)-Locker_Room,Category: Electronics; Item Name: Smart Watch; Brand: Kramer Ltd; Model: io-1944; Note: Good condition,fvelasquez,0
700041,Accessories-Eyeglasses,/images/lost/accessories_de9cd423.jpg,2025-04-12 13:45,723_Kristina_Ville_(Near_Shopping_Mall)-Equipment_Area,Category: Accessories; Item Name: Eyeglasses; Color: purple; Note: Good condition,fritzsusan,0
700042,Daily Essentials-Membership Card,/images/lost/daily essentials_d9350c1b.jpg,2024-09-22 21:22,2077_Nathan_Islands_(Near_Metro_Station)-Poolside,Category: Daily Essentials; Item Name: Membership Card; Color: silver; Note: Good condition,joshuamurillo,0
700043,Electronics-Smart Watch,/images/lost/electronics_b12d5ab9.jpg,2024-11-16 12:56,87628_Rodriguez_Mountains_(Near_University)-Locker_Room,Category: Electronics; Item Name: Smart Watch; Model: Gh-0449; Note: Good condition,cooktravis,0
700044,Apparel-Towel,/images/lost/apparel_49d66b77.jpg,2024-07-23 19:51,60801_Trevor_Shoal_(Near_University)-Poolside,"Category: Apparel; Item Name: Towel; Brand: Weaver, Lee and Finley; Color: gray; Note: Visible wear marks",molinasteven,0
700045,Apparel-Sneakers,/images/lost/apparel_578a8127.jpg,2024-12-31 23:46,47219_Kevin_Locks_(Near_University)-Reception,Category: Apparel; Item Name: Sneakers; Color: white; Note: Visible wear marks,gonzalezkim,0
700046,Apparel-Sneakers,/images/lost/apparel_2ea3764e.jpg,2024-06-08 04:57,2854_Susan_Underpass_Apt._244_(Near_Shopping_Mall)-Equipment_Area,Category: Apparel; Item Name: Sneakers; Color: navy; Note: Found in locker room,patrick15,1
700047,Apparel-Sports Jacket,/images/lost/apparel_fdad6173.jpg,2025-01-21 01:56,1187_Ellen_Mountains_Apt._209_(Near_Shopping_Mall)-Equipment_Area,Category: Apparel; Item Name: Sports Jacket; Brand: Mueller PLC; Note: Found in locker room,johndodson,0
700048,Accessories-Fitness Tracker,/images/lost/accessories_b2682c98.jpg,2025-03-08 14:58,652_Thomas_Shoal_(Near_Shopping_Mall)-Poolside,Category: Accessories; Item Name: Fitness Tracker; Note: Good condition,aliciamorton,0
700049,Electronics-Smartphone,/images/lost/electronics_d4344a21.jpg,2025-01-16 07:12,98721_Wolf_Plaza_Suite_719_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Smartphone; Color: blue; Note: Stored at reception,kristidiaz,0
700050,Accessories-Fitness Tracker,/images/lost/accessories_c1076ec4.jpg,2024-05-31 13:38,2229_Devin_Summit_Apt._724_(Near_Metro_Station)-Equipment_Area,Category: Accessories; Item Name: Fitness Tracker; Note: Good condition,caseycampbell,0
700051,Apparel-Gym Gloves,/images/lost/apparel_ed4bf405.jpg,2024-08-14 02:27,35309_Tyler_Extension_Apt._382_(Near_Shopping_Mall)-Reception,Category: Apparel; Item Name: Gym Gloves; Brand: Cordova-Lambert; Note: Stored at reception,palmerchristopher,0
700052,Daily Essentials-Water Bottle,/images/lost/daily essentials_eabba026.jpg,2024-06-11 10:15,27449_John_Expressway_(Near_Metro_Station)-Reception,Category: Daily Essentials; Item Name: Water Bottle; Contains: Credit Cards; Note: Good condition,gerald89,0
700053,Accessories-Eyeglasses,/images/lost/accessories_3fdc8719.jpg,2024-11-14 22:14,76720_Zavala_Freeway_(Near_University)-Reception,Category: Accessories; Item Name: Eyeglasses; Color: fuchsia; Note: Visible wear marks,oliviabrown,0
700054,Apparel-Gym Gloves,/images/lost/apparel_f27f2f7e.jpg,2025-03-28 18:42,7702_Mccoy_Springs_Apt._874_(Near_University)-Poolside,Category: Apparel; Item Name: Gym Gloves; Brand: Sharp-Dawson; Note: Found in locker room,cfinley,0
700055,Daily Essentials-Water Bottle,/images/lost/daily essentials_2c9fb7e1.jpg,2025-03-09 06:54,33345_Fox_Isle_(Near_Shopping_Mall)-Poolside,Category: Daily Essentials; Item Name: Water Bottle; Brand: Grant PLC; Color: black; Note: Good condition,jenniferanderson,0
700056,Daily Essentials-Wallet,/images/lost/daily essentials_eea29d9e.jpg,2024-06-08 16:42,932_Debra_Mountain_(Near_University)-Locker_Room,"Category: Daily Essentials; Item Name: Wallet; Brand: Torres, Wilson and Patterson; Note: Good condition",morganbradley,0
700057,Daily Essentials-Wallet,/images/lost/daily essentials_efe405c3.jpg,2024-04-29 20:39,704_Heath_Club_(Near_University)-Reception,Category: Daily Essentials; Item Name: Wallet; Contains: Cash; Color: fuchsia; Note: Visible wear marks,elizabeth85,0
700058,Electronics-Tablet,/images/lost/electronics_61658ece.jpg,2024-08-24 04:19,814_Patrick_Mountains_(Near_Shopping_Mall)-Locker_Room,Category: Electronics; Item Name: Tablet; Color: blue; Note: Visible wear marks,mlarson,0
700059,Apparel-Towel,/images/lost/apparel_38432f6c.jpg,2025-02-08 16:49,56812_Kerry_Locks_(Near_Metro_Station)-Locker_Room,Category: Apparel; Item Name: Towel; Brand: Arnold-Grant; Note: Good condition,shaun30,0
700060,Accessories-Necklace,/images/lost/accessories_fc0e8327.jpg,2024-07-14 11:57,489_Lindsey_Cove_(Near_Metro_Station)-Reception,Category: Accessories; Item Name: Necklace; Brand: Wilson and Sons; Color: purple; Note: Stored at reception,bfisher,0
700061,Accessories-Ring,/images/lost/accessories_5254266e.jpg,2024-10-18 04:45,0280_Wright_Villages_(Near_University)-Poolside,Category: Accessories; Item Name: Ring; Brand: Cochran LLC; Note: Found in locker room,theodoretaylor,0
700062,Accessories-Necklace,/images/lost/accessories_20c3a2a5.jpg,2024-10-17 21:28,27751_Jackson_Lakes_Apt._666_(Near_Metro_Station)-Locker_Room,Category: Accessories; Item Name: Necklace; Brand: Greer-Davis; Color: white; Note: Visible wear marks,curtismike,0
700063,Accessories-Necklace,/images/lost/accessories_ffdfe15e.jpg,2024-07-10 06:36,62006_Friedman_Shoals_Apt._241_(Near_Metro_Station)-Locker_Room,Category: Accessories; Item Name: Necklace; Color: maroon; Note: Found in locker room,marc97,0
700064,Daily Essentials-Water Bottle,/images/lost/daily essentials_6c51dffe.jpg,2024-08-02 15:40,858_Jody_Loop_(Near_Metro_Station)-Equipment_Area,Category: Daily Essentials; Item Name: Water Bottle; Contains: Photos; Color: yellow; Note: Found in locker room,christopher81,0
700065,Apparel-Sports Jacket,/images/lost/apparel_6f77659f.jpg,2024-08-20 20:25,1474_Matthew_Prairie_(Near_Metro_Station)-Equipment_Area,Category: Apparel; Item Name: Sports Jacket; Color: blue; Note: Found in locker room,stephengarrett,0
700066,Accessories-Ring,/images/lost/accessories_ec875277.jpg,2025-01-15 08:25,1245_David_Ways_Apt._227_(Near_Metro_Station)-Reception,Category: Accessories; Item Name: Ring; Brand: Chase Group; Color: fuchsia; Note: Visible wear marks,coleshawn,0
700067,Accessories-Fitness Tracker,/images/lost/accessories_5add1c60.jpg,2024-06-21 21:51,51472_Hale_Loaf_(Near_University)-Equipment_Area,Category: Accessories; Item Name: Fitness Tracker; Brand: Adams and Sons; Note: Good condition,meganibarra,0
700068,Daily Essentials-Wallet,/images/lost/daily essentials_9af22e33.jpg,2024-06-01 05:21,2836_Daniel_Rue_(Near_University)-Locker_Room,Category: Daily Essentials; Item Name: Wallet; Contains: Credit Cards; Note: Found in locker room,fritzshannon,1
700069,Apparel-Sports Jacket,/images/lost/apparel_823c206c.jpg,2024-05-19 04:52,784_Brown_Knoll_Apt._096_(Near_Shopping_Mall)-Equipment_Area,Category: Apparel; Item Name: Sports Jacket; Note: Good condition,churst,0
700070,Electronics-Wireless Earbuds,/images/lost/electronics_5e032756.jpg,2025-03-16 22:50,66848_Laura_Loaf_Apt._633_(Near_University)-Locker_Room,Category: Electronics; Item Name: Wireless Earbuds; Brand: Weber-Lewis; Note: Stored at reception,susan95,0
700071,Electronics-Smartphone,/images/lost/electronics_c17244c2.jpg,2024-06-17 22:24,83520_Turner_Ports_(Near_Metro_Station)-Locker_Room,Category: Electronics; Item Name: Smartphone; Color: olive; Model: yH-6245; Note: Stored at reception,scottmeyer,0
700072,Electronics-Tablet,/images/lost/electronics_e0b7a051.jpg,2024-07-07 03:33,90142_Hill_Bypass_Suite_391_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Tablet; Brand: Valencia Inc; Color: silver; Note: Visible wear marks,henryparker,0
700073,Daily Essentials-Wallet,/images/lost/daily essentials_f0fea7ae.jpg,2024-05-08 04:38,329_Erika_Garden_(Near_Shopping_Mall)-Poolside,Category: Daily Essentials; Item Name: Wallet; Brand: Lee Group; Note: Found in locker room,rodgersandrew,0
700074,Electronics-Smartphone,/images/lost/electronics_5d80502e.jpg,2024-05-20 06:43,95497_Mary_Bypass_(Near_Shopping_Mall)-Equipment_Area,Category: Electronics; Item Name: Smartphone; Brand: Steele and Sons; Color: silver; Note: Good condition,matthewreid,0
700075,Accessories-Fitness Tracker,/images/lost/accessories_a7558205.jpg,2024-05-20 17:09,5592_Pedro_Freeway_(Near_Metro_Station)-Locker_Room,"Category: Accessories; Item Name: Fitness Tracker; Brand: Collier, Hart and Schultz; Note: Stored at reception",daniel25,0
700076,Apparel-Gym Gloves,/images/lost/apparel_1a6cabed.jpg,2025-03-03 22:38,33056_Thomas_Village_(Near_Shopping_Mall)-Reception,"Category: Apparel; Item Name: Gym Gloves; Color: purple; Brand: Conrad, Wise and Friedman; Note: Found in locker room",stephaniemiller,0
700077,Electronics-Smartphone,/images/lost/electronics_9a234c82.jpg,2025-04-16 23:10,121_Teresa_Branch_Suite_848_(Near_Metro_Station)-Equipment_Area,Category: Electronics; Item Name: Smartphone; Color: green; Model: Af-7555; Note: Visible wear marks,mhayes,0
700078,Electronics-Tablet,/images/lost/electronics_8ecbfd56.jpg,2025-03-27 22:32,83903_Perry_Meadow_Apt._686_(Near_Metro_Station)-Equipment_Area,Category: Electronics; Item Name: Tablet; Color: purple; Note: Found in locker room,bmcpherson,1
700079,Apparel-Sports Jacket,/images/lost/apparel_b594ef20.jpg,2024-10-30 10:45,4248_Donna_Isle_Apt._601_(Near_Shopping_Mall)-Reception,Category: Apparel; Item Name: Sports Jacket; Color: teal; Note: Found in locker room,cheyenne96,0
700080,Daily Essentials-Water Bottle,/images/lost/daily essentials_d6e8e93d.jpg,2024-09-11 05:28,5422_Wright_Extensions_Suite_661_(Near_Metro_Station)-Locker_Room,Category: Daily Essentials; Item Name: Water Bottle; Contains: Credit Cards; Brand: Alexander LLC; Note: Visible wear marks,johnjuarez,0
700081,Accessories-Ring,/images/lost/accessories_b730fe7e.jpg,2024-05-15 21:38,88453_Alex_Tunnel_Suite_475_(Near_Shopping_Mall)-Locker_Room,Category: Accessories; Item Name: Ring; Note: Good condition,browntoni,0
700082,Daily Essentials-Water Bottle,/images/lost/daily essentials_5865132d.jpg,2024-09-18 04:29,0265_Walter_Oval_Apt._485_(Near_University)-Reception,Category: Daily Essentials; Item Name: Water Bottle; Color: blue; Note: Good condition,clarkangela,1
700083,Apparel-Towel,/images/lost/apparel_37d12bb8.jpg,2024-10-10 20:44,8251_Kenneth_Shoals_Apt._952_(Near_Shopping_Mall)-Locker_Room,Category: Apparel; Item Name: Towel; Brand: Holmes-Palmer; Note: Good condition,brenda09,0
700084,Daily Essentials-Membership Card,/images/lost/daily essentials_3c31074d.jpg,2024-08-10 20:57,314_Briggs_Extension_(Near_University)-Poolside,Category: Daily Essentials; Item Name: Membership Card; Contains: ID; Brand: Davis-Hill; Note: Visible wear marks,alexismoore,0
700085,Accessories-Necklace,/images/lost/accessories_67beeecf.jpg,2025-01-26 02:32,33798_Salas_Fords_Suite_702_(Near_Shopping_Mall)-Locker_Room,Category: Accessories; Item Name: Necklace; Brand: Cox LLC; Note: Found in locker room,ebenjamin,0
700086,Apparel-Gym Gloves,/images/lost/apparel_2a01e335.jpg,2024-11-13 20:13,00841_Short_Keys_(Near_Shopping_Mall)-Equipment_Area,"Category: Apparel; Item Name: Gym Gloves; Brand: Moore, Richardson and Murphy; Note: Found in locker room",fknapp,0
700087,Apparel-Towel,/images/lost/apparel_6b8069fd.jpg,2024-08-10 15:19,338_Johnson_Orchard_Apt._058_(Near_Shopping_Mall)-Reception,Category: Apparel; Item Name: Towel; Brand: Miller Ltd; Note: Stored at reception,betty72,0
700088,Daily Essentials-Wallet,/images/lost/daily essentials_073d6f5f.jpg,2024-07-28 14:23,961_Ebony_Harbor_Apt._883_(Near_University)-Poolside,Category: Daily Essentials; Item Name: Wallet; Brand: Nunez PLC; Contains: ID; Note: Visible wear marks,gardnerjade,0
700089,Electronics-Smart Watch,/images/lost/electronics_0298e8e2.jpg,2025-04-11 09:04,95497_Mary_Bypass_(Near_Shopping_Mall)-Poolside,Category: Electronics; Item Name: Smart Watch; Brand: Palmer-Phillips; Color: fuchsia; Note: Stored at reception,robertmorales,0
700090,Apparel-Gym Gloves,/images/lost/apparel_3b2a36fb.jpg,2024-06-16 07:45,72815_Miller_Curve_Suite_646_(Near_Metro_Station)-Equipment_Area,Category: Apparel; Item Name: Gym Gloves; Note: Found in locker room,samantha16,0
700091,Accessories-Eyeglasses,/images/lost/accessories_8d9ca598.jpg,2024-12-01 08:16,8840_Ruiz_Park_(Near_Shopping_Mall)-Reception,Category: Accessories; Item Name: Eyeglasses; Color: fuchsia; Note: Good condition,johnbenson,0
700092,Apparel-Towel,/images/lost/apparel_ca101d0b.jpg,2024-09-24 21:29,3633_Jennifer_Dale_Apt._805_(Near_University)-Locker_Room,Category: Apparel; Item Name: Towel; Color: yellow; Note: Stored at reception,turnerdebra,1
700093,Electronics-Tablet,/images/lost/electronics_c1c4ee35.jpg,2024-12-29 18:27,771_Danny_Parkway_(Near_Shopping_Mall)-Poolside,Category: Electronics; Item Name: Tablet; Brand: Rios-Lopez; Note: Good condition,lyonstimothy,0
700094,Electronics-Tablet,/images/lost/electronics_87d9152a.jpg,2024-11-09 16:19,90506_Le_Trail_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Tablet; Brand: Campbell-Cortez; Note: Visible wear marks,ybrowning,1
700095,Apparel-Gym Gloves,/images/lost/apparel_d446b8f4.jpg,2024-09-03 00:27,9403_Cameron_Brooks_Suite_608_(Near_Metro_Station)-Reception,Category: Apparel; Item Name: Gym Gloves; Color: fuchsia; Note: Stored at reception,curtisthomas,0
700096,Electronics-Smartphone,/images/lost/electronics_6eee49d4.jpg,2024-05-15 15:33,09799_Bradley_Stream_(Near_University)-Equipment_Area,Category: Electronics; Item Name: Smartphone; Color: fuchsia; Note: Found in locker room,oneillcurtis,1
700097,Electronics-Wireless Earbuds,/images/lost/electronics_6f063362.jpg,2024-04-26 04:09,6482_Michael_Valley_Apt._475_(Near_University)-Equipment_Area,Category: Electronics; Item Name: Wireless Earbuds; Model: tO-7507; Brand: Clayton-James; Note: Found in locker room,janetcunningham,0
700098,Accessories-Ring,/images/lost/accessories_6e491afa.jpg,2025-01-04 10:28,90142_Hill_Bypass_Suite_391_(Near_Metro_Station)-Reception,"Category: Accessories; Item Name: Ring; Brand: Benson, Gonzalez and Mann; Note: Found in locker room",alexandra60,0
700099,Electronics-Smart Watch,/images/lost/electronics_00b0f98c.jpg,2024-04-27 01:49,858_Jody_Loop_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Smart Watch; Color: purple; Model: Yb-7924; Note: Good condition,smithjohn,0
700100,Apparel-Gym Gloves,/images/lost/apparel_2d2d1521.jpg,2025-02-09 12:56,4802_Torres_Parks_Suite_701_(Near_University)-Reception,Category: Apparel; Item Name: Gym Gloves; Color: fuchsia; Note: Visible wear marks,hugheslee,0
700101,Electronics-Smart Watch,/images/lost/electronics_81f2db95.jpg,2025-01-03 19:14,720_Boyd_Passage_Suite_594_(Near_Metro_Station)-Poolside,Category: Electronics; Item Name: Smart Watch; Model: il-7907; Note: Good condition,brooksrobert,0
700102,Electronics-Smartphone,/images/lost/electronics_5484c793.jpg,2025-03-22 10:06,26125_Robert_Villages_Apt._946_(Near_Metro_Station)-Locker_Room,Category: Electronics; Item Name: Smartphone; Model: uB-7807; Note: Stored at reception,cassandra67,0
700103,Accessories-Necklace,/images/lost/accessories_3a3cfcde.jpg,2025-02-01 15:21,903_Jerry_Highway_(Near_Metro_Station)-Reception,Category: Accessories; Item Name: Necklace; Color: olive; Note: Found in locker room,morsevanessa,0
700104,Daily Essentials-Wallet,/images/lost/daily essentials_f9e4a57f.jpg,2024-05-11 05:18,117_Tamara_River_Apt._689_(Near_Shopping_Mall)-Reception,Category: Daily Essentials; Item Name: Wallet; Color: fuchsia; Note: Found in locker room,zamorakayla,0
700105,Electronics-Tablet,/images/lost/electronics_a3577058.jpg,2024-06-29 21:35,541_Henderson_Stream_Suite_847_(Near_Shopping_Mall)-Locker_Room,Category: Electronics; Item Name: Tablet; Color: olive; Brand: Thomas-Johnson; Note: Visible wear marks,josephfitzpatrick,0
700106,Electronics-Tablet,/images/lost/electronics_d51be1d9.jpg,2025-03-17 21:41,84079_Hendrix_Estate_Apt._876_(Near_Metro_Station)-Poolside,"Category: Electronics; Item Name: Tablet; Model: Yx-5984; Brand: Fletcher, Odom and Hutchinson; Note: Visible wear marks",rochajordan,1
700107,Daily Essentials-Membership Card,/images/lost/daily essentials_8253f720.jpg,2025-02-06 01:08,723_Patricia_Port_Apt._734_(Near_Shopping_Mall)-Equipment_Area,Category: Daily Essentials; Item Name: Membership Card; Contains: Photos; Color: fuchsia; Note: Good condition,tarabennett,0
