pick_id,pick_name,pick_photo,pick_time,pick_place,description,registrant_username,is_claimed
700023,Electronics-Smart Watch,/images/lost/electronics_d1999ecb.jpg,2025-03-24 11:51,487_Bailey_Mall_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Smart Watch; Color: blue; Note: Found in locker room,meadowsjoe,0
700024,Apparel-Gym Gloves,/images/lost/apparel_b2ef78f0.jpg,2025-01-13 16:23,70425_Knight_Isle_Suite_089_(Near_University)-Poolside,Category: Apparel; Item Name: Gym Gloves; Brand: Novak Ltd; Color: yellow; Note: Visible wear marks,jamessalazar,0
700025,Electronics-Tablet,/images/lost/electronics_479b8e42.jpg,2024-06-05 20:54,966_Brady_Trail_Apt._459_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Tablet; Color: olive; Note: Visible wear marks,thompsonhenry,1
700026,Apparel-Sports Jacket,/images/lost/apparel_81e74f82.jpg,2024-10-24 13:49,2599_Tyler_Mews_(Near_Shopping_Mall)-Equipment_Area,"Category: Apparel; Item Name: Sports Jacket; Brand: Carter, Reese and Cooper; Note: Visible wear marks",charlesdelacruz,0
700027,Accessories-Ring,/images/lost/accessories_8d81a645.jpg,2024-07-26 03:27,8530_Christopher_Knolls_(Near_University)-Poolside,Category: Accessories; Item Name: Ring; Color: yellow; Note: Visible wear marks,suzannegates,0
700028,Apparel-Towel,/images/lost/apparel_93740dfc.jpg,2024-10-28 04:09,2476_Woods_Valley_(Near_Shopping_Mall)-Reception,Category: Apparel; Item Name: Towel; Color: black; Note: Visible wear marks,cookpamela,0
700029,Daily Essentials-Water Bottle,/images/lost/daily essentials_f2b90656.jpg,2025-01-31 19:20,134_Washington_Branch_(Near_Shopping_Mall)-Equipment_Area,Category: Daily Essentials; Item Name: Water Bottle; Brand: Jones Group; Note: Good condition,harriskathryn,1
700030,Accessories-Eyeglasses,/images/lost/accessories_a044e77d.jpg,2024-10-26 05:31,0612_Morgan_Pines_(Near_Shopping_Mall)-Equipment_Area,"Category: Accessories; Item Name: Eyeglasses; Color: purple; Brand: Franklin, Preston and Martin; Note: Visible wear marks",michele41,0
700031,Electronics-Tablet,/images/lost/electronics_c977aeda.jpg,2025-01-03 17:50,4932_Diaz_Harbor_(Near_Metro_Station)-Equipment_Area,Category: Electronics; Item Name: Tablet; Model: ol-5883; Color: olive; Note: Found in locker room,aprilburgess,0
700032,Apparel-Towel,/images/lost/apparel_841f487d.jpg,2024-12-23 01:28,5028_Cantu_Drives_Apt._997_(Near_Metro_Station)-Locker_Room,Category: Apparel; Item Name: Towel; Note: Visible wear marks,carriecrawford,1
700033,Daily Essentials-Wallet,/images/lost/daily essentials_dc59200d.jpg,2025-02-15 18:19,76206_Andrew_Point_Apt._606_(Near_Shopping_Mall)-Equipment_Area,Category: Daily Essentials; Item Name: Wallet; Brand: Rodriguez-Ramsey; Color: olive; Note: Found in locker room,yatesjoseph,0
700034,Apparel-Sneakers,/images/lost/apparel_aa36f32e.jpg,2024-10-05 00:32,909_Emily_Brook_(Near_Metro_Station)-Poolside,Category: Apparel; Item Name: Sneakers; Brand: Hubbard-Jefferson; Note: Good condition,shaunriley,0
700035,Electronics-Smartphone,/images/lost/electronics_406cd4fb.jpg,2025-01-28 15:09,4777_Diaz_Crossroad_(Near_Metro_Station)-Equipment_Area,Category: Electronics; Item Name: Smartphone; Brand: Robinson Group; Model: fv-0035; Note: Good condition,katherine36,0
700036,Accessories-Eyeglasses,/images/lost/accessories_f1a72cde.jpg,2024-04-28 05:37,06003_Jeanne_Island_(Near_Shopping_Mall)-Poolside,Category: Accessories; Item Name: Eyeglasses; Brand: Young PLC; Note: Stored at reception,ebrooks,0
700037,Apparel-Sneakers,/images/lost/apparel_80106a5a.jpg,2024-11-26 19:17,55335_Tiffany_Squares_Suite_874_(Near_Metro_Station)-Locker_Room,Category: Apparel; Item Name: Sneakers; Note: Good condition,andrewpalmer,0
700038,Daily Essentials-Wallet,/images/lost/daily essentials_8415e6e9.jpg,2024-09-12 18:34,7584_Brittany_Views_(Near_University)-Equipment_Area,Category: Daily Essentials; Item Name: Wallet; Contains: Credit Cards; Color: aqua; Note: Visible wear marks,adam89,0
700039,Daily Essentials-Keys,/images/lost/daily essentials_103fd5a5.jpg,2025-03-30 17:58,9609_Elizabeth_Unions_Suite_515_(Near_University)-Reception,"Category: Daily Essentials; Item Name: Keys; Contains: Photos; Brand: Cruz, Porter and Scott; Note: Visible wear marks",carla28,0
700040,Daily Essentials-Membership Card,/images/lost/daily essentials_8663c9aa.jpg,2025-01-28 04:58,78904_Craig_Prairie_(Near_Shopping_Mall)-Reception,Category: Daily Essentials; Item Name: Membership Card; Contains: Credit Cards; Brand: Moses-Lawrence; Note: Good condition,bwillis,0
700041,Daily Essentials-Membership Card,/images/lost/daily essentials_60483876.jpg,2025-03-03 03:29,4515_Lewis_Isle_(Near_University)-Poolside,Category: Daily Essentials; Item Name: Membership Card; Contains: Credit Cards; Brand: West Group; Note: Good condition,fitzgeraldjessica,0
700042,Apparel-Sneakers,/images/lost/apparel_233de690.jpg,2024-08-26 23:36,3705_Martin_Well_(Near_Shopping_Mall)-Locker_Room,Category: Apparel; Item Name: Sneakers; Color: fuchsia; Note: Stored at reception,michaelcarlson,0
700043,Electronics-Wireless Earbuds,/images/lost/electronics_0ec708f9.jpg,2024-12-20 16:57,26056_Calderon_Stravenue_(Near_University)-Reception,Category: Electronics; Item Name: Wireless Earbuds; Color: navy; Model: oy-9632; Note: Good condition,christina01,0
700044,Electronics-Smart Watch,/images/lost/electronics_88328732.jpg,2024-10-01 20:25,9864_Cordova_Path_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Smart Watch; Color: purple; Note: Stored at reception,usaunders,0
700045,Accessories-Fitness Tracker,/images/lost/accessories_3d8820b1.jpg,2024-08-04 18:18,0612_Morgan_Pines_(Near_Shopping_Mall)-Locker_Room,"Category: Accessories; Item Name: Fitness Tracker; Brand: Mora, Carlson and Smith; Note: Visible wear marks",glennsara,0
700046,Daily Essentials-Membership Card,/images/lost/daily essentials_2550d745.jpg,2024-09-30 12:36,551_John_Divide_(Near_Metro_Station)-Reception,"Category: Daily Essentials; Item Name: Membership Card; Brand: Sullivan, Davis and Ponce; Note: Visible wear marks",nathangarrison,0
700047,Electronics-Smartphone,/images/lost/electronics_0c6472ab.jpg,2024-12-06 10:21,538_Trevor_Underpass_Apt._954_(Near_Metro_Station)-Poolside,Category: Electronics; Item Name: Smartphone; Model: nX-5163; Note: Found in locker room,parksjeffery,0
700048,Accessories-Ring,/images/lost/accessories_930ee521.jpg,2025-01-30 09:23,1303_Chelsea_Groves_Suite_940_(Near_University)-Locker_Room,Category: Accessories; Item Name: Ring; Brand: Jones-Smith; Note: Stored at reception,zshannon,0
700049,Electronics-Tablet,/images/lost/electronics_9e780544.jpg,2024-06-11 21:16,5648_Nguyen_Summit_Apt._437_(Near_Metro_Station)-Locker_Room,Category: Electronics; Item Name: Tablet; Model: gM-4541; Note: Visible wear marks,annhurley,0
700050,Accessories-Fitness Tracker,/images/lost/accessories_8b50dd21.jpg,2025-01-11 11:05,045_Calvin_Well_Suite_132_(Near_Metro_Station)-Reception,Category: Accessories; Item Name: Fitness Tracker; Brand: Hughes PLC; Note: Visible wear marks,duncanaustin,0
700051,Electronics-Smartphone,/images/lost/electronics_a050280e.jpg,2024-09-08 12:40,8590_Tran_Spur_(Near_Shopping_Mall)-Locker_Room,Category: Electronics; Item Name: Smartphone; Color: teal; Note: Good condition,ubowman,0
700052,Apparel-Sneakers,/images/lost/apparel_2fb6e252.jpg,2025-01-02 08:39,846_Thomas_Port_(Near_Shopping_Mall)-Locker_Room,Category: Apparel; Item Name: Sneakers; Color: fuchsia; Note: Found in locker room,phelpscarla,0
700053,Daily Essentials-Water Bottle,/images/lost/daily essentials_a161e0bd.jpg,2024-07-28 23:58,011_Allen_Branch_Suite_659_(Near_Metro_Station)-Poolside,Category: Daily Essentials; Item Name: Water Bottle; Contains: ID; Note: Visible wear marks,stacey34,0
700054,Daily Essentials-Keys,/images/lost/daily essentials_e50a1abe.jpg,2024-05-21 03:39,909_Emily_Brook_(Near_Metro_Station)-Poolside,Category: Daily Essentials; Item Name: Keys; Brand: Anderson-Keller; Contains: Credit Cards; Note: Visible wear marks,hickskristin,0
700055,Accessories-Fitness Tracker,/images/lost/accessories_80eac5d5.jpg,2024-05-03 06:27,2868_Stanley_Summit_(Near_Metro_Station)-Poolside,Category: Accessories; Item Name: Fitness Tracker; Color: green; Note: Good condition,claudiabrown,0
700056,Accessories-Fitness Tracker,/images/lost/accessories_da33922e.jpg,2024-07-20 10:25,34779_Amanda_Circle_(Near_Metro_Station)-Poolside,Category: Accessories; Item Name: Fitness Tracker; Color: teal; Note: Visible wear marks,matthewharrison,0
700057,Apparel-Sneakers,/images/lost/apparel_bf7aab0c.jpg,2025-01-03 10:13,392_Wilson_Stream_Apt._604_(Near_Shopping_Mall)-Locker_Room,Category: Apparel; Item Name: Sneakers; Brand: Walker Ltd; Color: yellow; Note: Stored at reception,catherineharris,0
700058,Accessories-Fitness Tracker,/images/lost/accessories_237ea78a.jpg,2024-12-15 09:15,849_Rodgers_Key_Suite_075_(Near_Shopping_Mall)-Locker_Room,Category: Accessories; Item Name: Fitness Tracker; Color: purple; Note: Visible wear marks,diamond05,0
700059,Daily Essentials-Membership Card,/images/lost/daily essentials_22f8267a.jpg,2025-02-02 08:46,9658_Garcia_Neck_Apt._377_(Near_Metro_Station)-Reception,Category: Daily Essentials; Item Name: Membership Card; Brand: Mack Group; Contains: ID; Note: Stored at reception,galvanmelissa,0
700060,Electronics-Tablet,/images/lost/electronics_632ffe64.jpg,2024-12-07 13:08,19462_Wilson_Springs_Suite_726_(Near_Shopping_Mall)-Poolside,Category: Electronics; Item Name: Tablet; Color: maroon; Note: Visible wear marks,paulharrington,0
700061,Accessories-Fitness Tracker,/images/lost/accessories_47d650d5.jpg,2024-12-31 03:59,189_Smith_Coves_Apt._337_(Near_Shopping_Mall)-Locker_Room,Category: Accessories; Item Name: Fitness Tracker; Color: yellow; Note: Good condition,christopherconner,0
700062,Accessories-Fitness Tracker,/images/lost/accessories_9441e4e6.jpg,2025-03-14 22:42,41007_Rivera_Parkway_(Near_Metro_Station)-Equipment_Area,Category: Accessories; Item Name: Fitness Tracker; Brand: Hernandez Ltd; Note: Good condition,marcuswilson,0
700063,Daily Essentials-Wallet,/images/lost/daily essentials_99f450a5.jpg,2025-01-20 21:53,59075_Edward_Union_Apt._271_(Near_Metro_Station)-Reception,"Category: Daily Essentials; Item Name: Wallet; Brand: Brown, Gonzales and Kim; Contains: Photos; Note: Visible wear marks",mdouglas,1
700064,Accessories-Fitness Tracker,/images/lost/accessories_7325e021.jpg,2025-04-14 08:33,654_Estrada_Dam_(Near_Shopping_Mall)-Equipment_Area,Category: Accessories; Item Name: Fitness Tracker; Brand: Espinoza-Willis; Note: Good condition,wlane,1
700065,Accessories-Ring,/images/lost/accessories_b83d93b1.jpg,2024-11-04 19:35,772_Matthew_Passage_(Near_Shopping_Mall)-Equipment_Area,Category: Accessories; Item Name: Ring; Color: purple; Note: Stored at reception,vincentraymond,0
700066,Apparel-Gym Gloves,/images/lost/apparel_5fd05c89.jpg,2024-12-12 16:49,545_Cynthia_Cliff_(Near_Shopping_Mall)-Reception,Category: Apparel; Item Name: Gym Gloves; Color: green; Note: Stored at reception,monica20,0
700067,Apparel-Sneakers,/images/lost/apparel_78aea2fd.jpg,2024-07-30 22:59,778_Jessica_Track_Suite_570_(Near_Metro_Station)-Locker_Room,Category: Apparel; Item Name: Sneakers; Color: blue; Note: Stored at reception,melendezmaria,0
700068,Apparel-Sports Jacket,/images/lost/apparel_3d2dfa5d.jpg,2024-06-23 10:54,70425_Knight_Isle_Suite_089_(Near_University)-Locker_Room,"Category: Apparel; Item Name: Sports Jacket; Brand: Hill, Watson and Richardson; Note: Good condition",michelle41,1
700069,Electronics-Smart Watch,/images/lost/electronics_09e65493.jpg,2025-03-06 02:40,3832_Dominique_Rest_(Near_Metro_Station)-Locker_Room,"Category: Electronics; Item Name: Smart Watch; Brand: White, White and Anderson; Note: Good condition",kimberly89,0
700070,Daily Essentials-Keys,/images/lost/daily essentials_d2515567.jpg,2025-02-08 22:48,84653_Williams_Springs_Apt._924_(Near_Metro_Station)-Equipment_Area,Category: Daily Essentials; Item Name: Keys; Brand: Coleman and Sons; Note: Stored at reception,xneal,0
700071,Apparel-Gym Gloves,/images/lost/apparel_27c0aa9f.jpg,2024-08-28 16:00,003_Bautista_Lakes_Apt._415_(Near_University)-Reception,Category: Apparel; Item Name: Gym Gloves; Note: Good condition,bwashington,0
700072,Daily Essentials-Membership Card,/images/lost/daily essentials_93595c80.jpg,2024-05-22 05:28,646_Buckley_Ways_(Near_Metro_Station)-Equipment_Area,Category: Daily Essentials; Item Name: Membership Card; Brand: Kaiser Inc; Color: yellow; Note: Good condition,kristinalarson,1
700073,Accessories-Fitness Tracker,/images/lost/accessories_fa102689.jpg,2024-12-07 16:19,952_Patricia_Street_Apt._075_(Near_Metro_Station)-Equipment_Area,Category: Accessories; Item Name: Fitness Tracker; Brand: Jones Inc; Note: Stored at reception,richardgibbs,0
700074,Electronics-Wireless Earbuds,/images/lost/electronics_2cc016a9.jpg,2024-07-14 20:25,557_Bryan_Route_Suite_915_(Near_Metro_Station)-Equipment_Area,Category: Electronics; Item Name: Wireless Earbuds; Model: Tw-5628; Color: green; Note: Good condition,kathy52,0
700075,Apparel-Gym Gloves,/images/lost/apparel_ce804381.jpg,2024-08-04 09:49,64677_Mendoza_Spur_(Near_University)-Poolside,Category: Apparel; Item Name: Gym Gloves; Brand: Lee LLC; Note: Stored at reception,todd86,0
700076,Apparel-Sneakers,/images/lost/apparel_739772fd.jpg,2025-04-01 10:52,385_Adrienne_Lodge_Apt._482_(Near_Metro_Station)-Equipment_Area,Category: Apparel; Item Name: Sneakers; Note: Found in locker room,reneehowe,1
700077,Accessories-Eyeglasses,/images/lost/accessories_39c642c2.jpg,2024-07-25 02:19,91763_Robert_Grove_Suite_534_(Near_University)-Equipment_Area,Category: Accessories; Item Name: Eyeglasses; Color: olive; Note: Visible wear marks,lchan,0
700078,Daily Essentials-Keys,/images/lost/daily essentials_6e3f1b2b.jpg,2025-02-16 21:20,445_Williams_Club_Apt._269_(Near_University)-Poolside,Category: Daily Essentials; Item Name: Keys; Brand: Burns-Howard; Note: Found in locker room,carterjon,0
700079,Daily Essentials-Wallet,/images/lost/daily essentials_af7c6581.jpg,2024-11-16 04:53,41935_Hill_Mews_(Near_University)-Locker_Room,Category: Daily Essentials; Item Name: Wallet; Brand: Holmes and Sons; Note: Stored at reception,ruizlaura,0
700080,Electronics-Smartphone,/images/lost/electronics_e94fcfbc.jpg,2024-05-21 04:16,456_Terrell_Field_(Near_Metro_Station)-Locker_Room,Category: Electronics; Item Name: Smartphone; Brand: Williams-Peterson; Model: WL-7637; Note: Found in locker room,haysmitchell,0
700081,Daily Essentials-Keys,/images/lost/daily essentials_c1dc30b3.jpg,2025-04-16 09:18,310_Annette_Walks_(Near_University)-Locker_Room,Category: Daily Essentials; Item Name: Keys; Contains: Photos; Color: purple; Note: Good condition,cassandrabaird,1
700082,Apparel-Gym Gloves,/images/lost/apparel_0a9021c8.jpg,2025-03-09 02:17,682_Dakota_Flat_Suite_960_(Near_University)-Locker_Room,"Category: Apparel; Item Name: Gym Gloves; Brand: Harmon, Hansen and Wong; Note: Found in locker room",michellemedina,0
700083,Electronics-Smart Watch,/images/lost/electronics_7bb4fe5f.jpg,2025-02-14 09:33,631_Deanna_Manor_Apt._994_(Near_Metro_Station)-Equipment_Area,Category: Electronics; Item Name: Smart Watch; Color: white; Note: Visible wear marks,regina60,0
700084,Apparel-Towel,/images/lost/apparel_d014963a.jpg,2025-03-13 12:09,76439_Melissa_Summit_(Near_Metro_Station)-Reception,"Category: Apparel; Item Name: Towel; Brand: White, Perez and Boone; Note: Good condition",ustein,1
700085,Daily Essentials-Wallet,/images/lost/daily essentials_3d3cf20d.jpg,2024-11-11 17:46,0298_Thompson_Flats_Apt._192_(Near_Shopping_Mall)-Reception,Category: Daily Essentials; Item Name: Wallet; Contains: Photos; Brand: Garcia and Sons; Note: Visible wear marks,sharonwalsh,1
700086,Electronics-Smart Watch,/images/lost/electronics_fd88c5fd.jpg,2024-09-16 05:45,0713_Brendan_Radial_(Near_University)-Reception,Category: Electronics; Item Name: Smart Watch; Brand: Duncan-Collins; Note: Good condition,adamskaren,0
700087,Apparel-Towel,/images/lost/apparel_88d51d36.jpg,2024-11-11 02:34,045_Calvin_Well_Suite_132_(Near_Metro_Station)-Poolside,Category: Apparel; Item Name: Towel; Brand: Ware LLC; Color: green; Note: Visible wear marks,josephhamilton,0
700088,Daily Essentials-Membership Card,/images/lost/daily essentials_1cedf4bd.jpg,2025-03-28 08:38,9454_Lisa_Ferry_(Near_University)-Reception,Category: Daily Essentials; Item Name: Membership Card; Contains: ID; Note: Visible wear marks,pwise,0
700089,Daily Essentials-Wallet,/images/lost/daily essentials_fb922f06.jpg,2024-11-07 01:06,038_Carroll_Trail_Suite_646_(Near_Metro_Station)-Poolside,Category: Daily Essentials; Item Name: Wallet; Brand: Owens PLC; Note: Found in locker room,nicholas52,0
700090,Electronics-Smartphone,/images/lost/electronics_d299c224.jpg,2025-03-29 15:49,078_Cheryl_Extension_(Near_Metro_Station)-Locker_Room,Category: Electronics; Item Name: Smartphone; Color: lime; Brand: Lucas-Olson; Note: Found in locker room,pattersonelizabeth,1
700091,Accessories-Ring,/images/lost/accessories_4eaf74bf.jpg,2024-12-14 08:43,469_Harris_Park_(Near_Shopping_Mall)-Locker_Room,Category: Accessories; Item Name: Ring; Brand: Patrick-Sanchez; Note: Good condition,heather40,1
700092,Daily Essentials-Keys,/images/lost/daily essentials_9576e359.jpg,2024-07-06 12:55,46389_Matthew_Underpass_(Near_Metro_Station)-Equipment_Area,Category: Daily Essentials; Item Name: Keys; Contains: Photos; Note: Good condition,uanderson,0
700093,Apparel-Sports Jacket,/images/lost/apparel_735bd63a.jpg,2024-09-07 20:05,4777_Diaz_Crossroad_(Near_Metro_Station)-Reception,Category: Apparel; Item Name: Sports Jacket; Brand: Wright LLC; Note: Stored at reception,slowe,0
700094,Apparel-Gym Gloves,/images/lost/apparel_772b1026.jpg,2024-08-01 02:26,886_Chambers_Corner_(Near_University)-Reception,Category: Apparel; Item Name: Gym Gloves; Note: Found in locker room,nferguson,0
700095,Accessories-Ring,/images/lost/accessories_c5cf8b78.jpg,2024-12-15 20:51,130_Steven_Ports_Apt._044_(Near_University)-Equipment_Area,Category: Accessories; Item Name: Ring; Color: white; Note: Found in locker room,kristin59,0
700096,Apparel-Towel,/images/lost/apparel_152265fc.jpg,2024-11-07 10:06,57064_Erik_Crescent_Apt._851_(Near_Metro_Station)-Locker_Room,Category: Apparel; Item Name: Towel; Brand: Ortiz-Byrd; Note: Stored at reception,burkejacqueline,1
700097,Electronics-Wireless Earbuds,/images/lost/electronics_cac9a724.jpg,2024-09-21 11:57,8590_Tran_Spur_(Near_Shopping_Mall)-Locker_Room,Category: Electronics; Item Name: Wireless Earbuds; Brand: Rodriguez Inc; Model: Hp-1235; Note: Visible wear marks,christianhebert,1
700098,Apparel-Sports Jacket,/images/lost/apparel_ced6d553.jpg,2024-06-04 12:24,52801_Daniel_Place_Apt._112_(Near_Metro_Station)-Poolside,Category: Apparel; Item Name: Sports Jacket; Color: purple; Note: Found in locker room,jenna35,0
700099,Electronics-Smartphone,/images/lost/electronics_a0256e5b.jpg,2024-05-14 16:08,2826_Robin_Walks_(Near_Metro_Station)-Reception,Category: Electronics; Item Name: Smartphone; Model: qp-5885; Brand: Good LLC; Note: Good condition,emily16,0
700100,Electronics-Smart Watch,/images/lost/electronics_fe5c9156.jpg,2024-09-19 02:03,635_Hall_Vista_Suite_385_(Near_Shopping_Mall)-Reception,"Category: Electronics; Item Name: Smart Watch; Brand: Smith, Stanton and Carter; Color: yellow; Note: Visible wear marks",harrisaustin,0
700101,Accessories-Necklace,/images/lost/accessories_4adef2d8.jpg,2024-12-22 05:56,90649_Ray_Trace_(Near_University)-Equipment_Area,Category: Accessories; Item Name: Necklace; Note: Found in locker room,stephensonlisa,0
700102,Apparel-Towel,/images/lost/apparel_7a72f202.jpg,2024-07-04 03:26,1120_Hall_Harbor_Suite_431_(Near_University)-Poolside,Category: Apparel; Item Name: Towel; Brand: Roman-Harris; Note: Visible wear marks,albertwood,0
700103,Accessories-Necklace,/images/lost/accessories_9a6c94d3.jpg,2024-08-24 03:52,1994_Moore_Circles_Suite_447_(Near_University)-Poolside,Category: Accessories; Item Name: Necklace; Note: Visible wear marks,tim20,0
700104,Daily Essentials-Wallet,/images/lost/daily essentials_485cfe33.jpg,2024-06-16 13:04,218_Michael_Meadows_Apt._593_(Near_Shopping_Mall)-Equipment_Area,Category: Daily Essentials; Item Name: Wallet; Color: white; Note: Found in locker room,perrycolleen,0
700105,Apparel-Towel,/images/lost/apparel_0c51dadf.jpg,2025-04-06 07:28,493_John_Brook_Apt._453_(Near_University)-Equipment_Area,Category: Apparel; Item Name: Towel; Color: blue; Note: Good condition,scottreid,1
700106,Apparel-Towel,/images/lost/apparel_83f1cc4f.jpg,2024-09-25 10:28,4429_Vincent_Tunnel_(Near_Metro_Station)-Poolside,"Category: Apparel; Item Name: Towel; Brand: Potter, Drake and Foster; Note: Good condition",mckaybarbara,0
700107,Accessories-Fitness Tracker,/images/lost/accessories_1ff49d0f.jpg,2025-01-11 06:55,50209_Simmons_Shores_(Near_Shopping_Mall)-Locker_Room,Category: Accessories; Item Name: Fitness Tracker; Color: fuchsia; Note: Found in locker room,howardpeter,0
