purchase_id,member_id,type,ref_id,number,total_fee,purchase_time
500095,157554,course,300147,1,130.0,2024-02-05 01:37:06
500096,152775,course,300105,1,70.0,2024-03-24 05:42:12
500097,152201,product,400196,2,540.0,2024-06-10 15:01:33
500098,167746,course,300076,1,80.0,2024-10-07 14:54:27
500099,137408,product,400148,2,440.0,2023-07-01 13:07:55
500100,124504,course,300205,1,260.0,2024-07-16 08:20:42
500101,121840,product,400272,1,230.0,2025-04-07 23:41:53
500102,117084,product,400206,2,260.0,2025-03-02 23:29:08
500103,110234,product,400059,3,750.0,2025-01-17 14:19:06
500104,107507,product,400228,1,70.0,2023-05-15 01:54:08
500105,164502,course,300125,1,160.0,2025-06-26 00:39:28
500106,110416,course,300274,1,110.0,2025-03-13 09:05:16
500107,138129,product,400203,1,200.0,2024-12-25 23:05:39
500108,149425,product,400019,2,180.0,2023-12-27 00:17:21
500109,163809,product,400112,2,120.0,2023-12-26 22:24:39
500110,102987,course,300115,1,270.0,2023-09-29 10:22:00
500111,140816,course,300282,1,300.0,2023-12-12 05:04:55
500112,124802,product,400297,2,360.0,2023-10-28 21:16:07
500113,145109,course,300010,1,190.0,2024-12-30 00:35:39
500114,119120,course,300421,1,90.0,2024-08-10 06:29:43
500115,112026,product,400188,2,580.0,2025-04-21 09:49:36
500116,123776,product,400110,1,90.0,2023-08-30 10:54:41
500117,167451,product,400110,1,90.0,2024-10-15 23:19:58
500118,132913,course,300363,1,280.0,2024-08-04 06:07:19
500119,133541,product,400286,3,840.0,2024-12-21 22:13:58
500120,106941,product,400185,1,140.0,2024-05-28 22:34:49
500121,138669,course,300102,1,130.0,2024-10-03 14:20:02
500122,127228,product,400074,1,50.0,2023-08-29 15:19:59
500123,113279,product,400211,3,870.0,2024-04-13 05:32:10
500124,147504,product,400273,1,100.0,2024-11-28 03:25:05
500125,150323,course,300048,1,110.0,2024-02-06 00:53:35
500126,112680,product,400102,1,130.0,2024-06-21 20:55:52
500127,125565,product,400192,3,450.0,2024-05-29 21:14:50
500128,144404,product,400038,2,480.0,2024-03-05 17:30:21
500129,155309,course,300137,1,120.0,2025-03-25 00:45:43
500130,156070,product,400243,1,170.0,2023-12-02 03:50:50
500131,163084,course,300355,1,90.0,2025-04-01 12:13:55
500132,100105,course,300298,1,170.0,2024-10-01 00:51:06
500133,148921,product,400050,3,360.0,2023-07-19 14:12:25
500134,168608,product,400278,1,300.0,2023-11-19 01:06:36
500135,133298,course,300135,1,280.0,2024-02-12 17:11:30
500136,140573,course,300156,1,90.0,2024-08-20 00:01:33
500137,133432,product,400098,1,110.0,2023-11-20 06:25:17
500138,133713,course,300053,1,110.0,2023-07-02 02:27:26
500139,164241,product,400092,2,460.0,2024-03-30 20:02:50
500140,133840,product,400244,1,60.0,2023-05-21 10:24:18
500141,127432,product,400111,1,270.0,2023-12-07 10:40:34
500142,133759,course,300157,1,230.0,2023-06-20 14:01:12
500143,156570,course,300493,1,270.0,2023-12-13 16:46:23
500144,118601,product,400169,1,60.0,2023-07-17 11:56:06
500145,113561,product,400005,3,510.0,2023-05-12 08:24:10
500146,155083,course,300219,1,160.0,2025-01-26 02:21:34
500147,112121,product,400161,2,240.0,2024-11-10 05:00:21
500148,102685,course,300348,1,290.0,2024-06-06 02:44:20
500149,130428,product,400152,1,260.0,2024-06-23 05:34:59
500150,157159,product,400232,2,240.0,2024-10-17 01:04:21
500151,147714,product,400125,3,330.0,2024-07-18 19:51:06
500152,121350,product,400146,1,60.0,2024-03-19 01:08:22
500153,115837,product,400241,1,100.0,2023-10-27 02:35:43
500154,127328,product,400270,3,180.0,2024-02-14 00:48:17
500155,110759,product,400178,1,280.0,2024-07-12 20:28:32
500156,122743,course,300145,1,230.0,2023-05-23 20:18:08
500157,130865,course,300198,1,230.0,2025-05-21 16:05:55
500158,111867,course,300392,1,160.0,2024-11-05 15:13:39
500159,153327,course,300037,1,120.0,2024-11-08 07:45:46
500160,161901,course,300346,1,70.0,2024-08-02 09:42:36
500161,156092,course,300371,1,150.0,2023-11-16 12:57:12
500162,133512,course,300020,1,100.0,2024-12-28 18:22:31
500163,142582,course,300436,1,200.0,2023-07-01 01:12:57
500164,157238,course,300296,1,190.0,2023-07-23 15:35:29
500165,120617,product,400267,3,660.0,2023-05-25 12:35:35
500166,159445,product,400021,1,300.0,2023-08-21 11:06:04
500167,104239,product,400219,1,170.0,2023-11-15 23:52:21
500168,160571,product,400037,3,870.0,2024-08-29 06:59:53
500169,143346,course,300114,1,270.0,2025-04-29 13:45:32
500170,124699,product,400111,2,540.0,2023-10-07 20:43:22
500171,156081,course,300315,1,180.0,2023-04-30 03:18:58
500172,151916,product,400031,1,290.0,2023-10-31 18:50:33
500173,144624,product,400054,3,270.0,2023-07-26 23:36:30
500174,149562,course,300422,1,270.0,2023-09-18 22:08:51
500175,131444,product,400271,2,220.0,2024-02-14 14:21:42
500176,119303,course,300068,1,140.0,2023-10-09 22:21:45
500177,156155,product,400270,1,60.0,2023-07-29 19:58:51
500178,139118,course,300482,1,300.0,2024-04-06 21:21:15
500179,147618,product,400175,1,60.0,2025-01-31 10:14:16
500180,140016,product,400258,2,260.0,2024-09-12 03:17:52
500181,157244,product,400153,2,560.0,2025-04-10 10:03:26
500182,100052,product,400247,3,690.0,2023-12-05 21:50:23
500183,156534,course,300233,1,270.0,2023-08-14 15:54:31
500184,104628,course,300254,1,150.0,2024-11-10 14:58:07
500185,123882,course,300356,1,190.0,2025-01-10 06:55:12
500186,143507,course,300295,1,220.0,2023-10-14 08:34:00
500187,103873,product,400111,3,810.0,2023-11-30 01:48:49
500188,120965,product,400181,2,320.0,2024-02-26 05:05:28
500189,148363,course,300304,1,180.0,2024-04-11 10:27:00
500190,138008,course,300496,1,70.0,2024-04-28 14:47:51
500191,122748,course,300258,1,210.0,2023-09-25 11:04:05
500192,164749,course,300193,1,230.0,2024-01-11 23:08:18
500193,158587,product,400152,3,780.0,2023-08-21 05:03:40
500194,141827,product,400146,3,180.0,2024-06-29 12:18:37
500195,103657,product,400169,3,180.0,2025-02-25 16:42:10
500196,102250,product,400217,2,300.0,2024-09-29 07:31:07
500197,138097,product,400141,3,330.0,2024-08-25 14:11:32
500198,166501,course,300430,1,120.0,2024-11-11 01:09:02
500199,152990,product,400137,1,120.0,2023-11-25 22:40:11
500200,100334,product,400143,1,270.0,2024-07-03 03:23:04
500201,137192,product,400231,3,810.0,2023-10-20 17:59:22
500202,125884,product,400162,3,900.0,2024-03-12 06:46:26
500203,159996,product,400263,1,160.0,2025-04-02 14:21:53
500204,152689,product,400144,1,180.0,2024-03-21 13:27:29
500205,162864,course,300282,1,300.0,2024-04-30 11:54:40
500206,141182,product,400277,3,300.0,2023-09-10 01:10:58
500207,116229,course,300302,1,130.0,2023-10-15 15:28:29
500208,159709,course,300372,1,280.0,2025-01-14 08:44:44
500209,141562,product,400042,3,630.0,2024-03-10 02:22:57
500210,126043,course,300230,1,240.0,2025-06-17 22:05:13
500211,123632,product,400125,2,220.0,2025-04-06 01:15:55
500212,151345,course,300081,1,90.0,2024-06-16 12:32:04
500213,169393,product,400247,1,230.0,2024-09-24 15:02:25
500214,164596,product,400168,2,220.0,2023-05-04 01:00:36
500215,155454,product,400065,3,450.0,2024-07-13 13:33:53
500216,143539,product,400216,3,660.0,2023-08-27 23:19:33
500217,147680,product,400007,2,500.0,2024-06-06 14:55:23
500218,145390,course,300121,1,80.0,2024-07-25 18:57:18
500219,119485,product,400213,2,180.0,2025-01-22 00:59:52
500220,167127,course,300415,1,270.0,2023-07-23 06:57:06
500221,119863,product,400256,2,240.0,2024-08-15 01:45:29
500222,136501,product,400218,3,720.0,2024-05-21 03:20:33
500223,135506,product,400284,2,380.0,2023-05-19 01:36:53
500224,116802,course,300438,1,160.0,2024-10-13 19:48:45
500225,162988,product,400154,2,300.0,2023-10-20 21:22:01
500226,135821,course,300499,1,220.0,2024-07-21 02:31:43
500227,131505,course,300066,1,250.0,2023-05-06 22:25:36
500228,141591,product,400024,2,480.0,2024-03-30 05:24:52
500229,135444,product,400226,3,780.0,2023-06-18 02:49:15
500230,141213,product,400226,3,780.0,2023-12-19 05:13:25
500231,164761,product,400088,2,340.0,2025-03-07 22:40:44
500232,164152,course,300454,1,160.0,2023-08-29 02:21:20
500233,132432,product,400275,3,180.0,2023-09-13 20:36:24
500234,125702,product,400019,2,180.0,2023-11-25 10:12:05
500235,169399,course,300158,1,220.0,2023-10-18 03:28:15
500236,115058,course,300175,1,250.0,2023-12-13 14:18:18
500237,159288,course,300001,1,250.0,2023-07-23 15:13:21
500238,111970,product,400186,1,110.0,2025-02-18 21:50:44
500239,150941,product,400052,1,70.0,2024-06-11 13:26:04
500240,159194,product,400231,3,810.0,2024-06-09 14:46:17
500241,117353,course,300320,1,290.0,2023-10-07 21:31:42
500242,126320,product,400004,2,500.0,2024-04-12 03:43:01
500243,155890,course,300002,1,220.0,2024-12-25 15:47:08
500244,100755,course,300098,1,190.0,2024-03-31 14:23:14
500245,146553,product,400218,3,720.0,2024-03-30 11:53:25
500246,166822,product,400015,2,580.0,2023-06-26 15:01:35
500247,145621,course,300391,1,180.0,2025-06-06 09:56:12
500248,110346,course,300085,1,130.0,2024-08-20 07:14:14
500249,130247,course,300404,1,60.0,2024-03-25 21:01:40
500250,147820,product,400223,3,450.0,2025-04-03 15:52:58
500251,103827,product,400029,2,180.0,2025-03-02 03:12:48
500252,146324,product,400165,3,600.0,2023-11-08 17:59:27
500253,148007,course,300004,1,260.0,2024-10-15 22:49:50
500254,122611,course,300300,1,150.0,2024-01-18 04:20:31
500255,163223,course,300072,1,270.0,2025-06-06 23:51:55
500256,133055,course,300109,1,170.0,2025-02-17 13:59:56
500257,101012,product,400068,2,540.0,2023-04-29 04:14:45
500258,167973,product,400070,2,300.0,2024-11-01 17:08:58
500259,129093,course,300109,1,170.0,2023-09-17 22:25:38
500260,111675,course,300074,1,270.0,2024-10-09 02:14:38
500261,156417,product,400280,1,240.0,2023-09-18 18:34:51
500262,104590,product,400140,3,210.0,2025-04-07 12:24:23
500263,157963,course,300092,1,220.0,2024-04-26 10:32:19
500264,156513,product,400120,3,450.0,2025-01-15 03:21:29
500265,141734,product,400294,1,240.0,2024-03-01 05:38:45
500266,121358,product,400190,2,200.0,2023-08-30 00:53:38
500267,119907,course,300412,1,260.0,2025-07-13 21:53:56
500268,159499,product,400109,1,90.0,2023-10-05 07:49:42
500269,166729,product,400291,2,540.0,2023-05-29 20:45:37
500270,156494,product,400171,2,400.0,2024-01-17 12:29:21
500271,130125,product,400131,3,810.0,2023-05-19 09:06:48
500272,103301,course,300248,1,260.0,2024-03-04 01:34:10
500273,139638,course,300095,1,110.0,2024-09-20 07:01:50
500274,159410,course,300186,1,160.0,2025-03-13 04:24:07
500275,121381,product,400246,3,690.0,2023-10-15 12:38:46
500276,106813,product,400018,2,320.0,2024-04-05 08:51:33
500277,105517,course,300395,1,160.0,2023-11-16 12:03:18
500278,137875,course,300218,1,150.0,2024-01-03 06:19:11
500279,107233,course,300016,1,130.0,2025-05-19 14:49:16
500280,117059,course,300019,1,100.0,2023-07-24 09:17:04
500281,134664,product,400137,1,120.0,2023-06-14 23:07:08
500282,101068,product,400268,1,110.0,2025-01-28 01:43:56
500283,158975,product,400081,3,540.0,2023-09-17 15:18:37
500284,151269,product,400209,2,120.0,2023-08-20 09:55:15
500285,130841,product,400259,2,240.0,2024-07-03 23:29:22
500286,100895,product,400284,3,570.0,2024-03-07 23:24:29
500287,137759,product,400227,3,720.0,2023-11-22 03:45:22
500288,137444,course,300353,1,90.0,2023-05-07 22:45:26
500289,167706,course,300467,1,170.0,2025-02-07 17:08:08
500290,133338,product,400012,3,420.0,2025-03-18 20:35:14
500291,123347,product,400275,3,180.0,2025-04-14 12:36:45
500292,145449,course,300459,1,170.0,2023-07-08 20:56:10
500293,136437,product,400118,1,160.0,2024-05-14 04:44:54
500294,159411,course,300388,1,240.0,2023-04-29 10:35:26
500295,168338,course,300367,1,160.0,2024-11-23 14:42:20
500296,154718,course,300391,1,180.0,2025-02-28 09:40:14
500297,125977,product,400036,2,500.0,2023-05-16 09:55:07
500298,128929,product,400046,3,510.0,2023-06-20 08:04:13
500299,160832,course,300226,1,220.0,2024-06-29 16:09:46
500300,100138,course,300362,1,200.0,2023-11-11 11:26:24
500301,114140,product,400188,3,870.0,2023-07-24 00:44:24
500302,154856,course,300162,1,180.0,2024-01-05 20:47:30
500303,120217,course,300428,1,250.0,2023-07-31 04:07:11
500304,161620,product,400202,2,360.0,2024-04-14 03:32:30
500305,105100,course,300465,1,100.0,2024-10-06 00:43:02
500306,100073,product,400263,2,320.0,2024-06-27 22:20:09
500307,104006,product,400051,2,540.0,2024-09-29 10:29:41
500308,143132,course,300199,1,170.0,2024-04-20 07:28:59
500309,152992,product,400277,1,100.0,2024-03-05 04:54:53
500310,165467,product,400227,2,480.0,2023-05-28 11:43:59
500311,134202,course,300055,1,60.0,2023-12-29 18:10:17
500312,144324,course,300294,1,190.0,2024-02-24 17:25:30
500313,130338,product,400141,2,220.0,2024-12-30 08:01:23
500314,117561,product,400131,1,270.0,2024-07-10 01:00:05
500315,122535,course,300110,1,160.0,2025-05-04 21:00:34
500316,132178,product,400103,1,140.0,2024-02-06 02:00:45
500317,161157,product,400294,2,480.0,2023-06-09 19:29:35
500318,137524,product,400058,1,110.0,2023-05-16 10:29:36
500319,130315,product,400092,1,230.0,2023-06-12 10:38:13
500320,123877,product,400147,3,360.0,2024-02-27 17:29:20
500321,166558,product,400273,2,200.0,2024-02-18 07:09:44
500322,149621,course,300339,1,210.0,2024-07-02 01:16:02
500323,144637,product,400024,2,480.0,2023-06-15 03:56:43
500324,141062,course,300151,1,80.0,2024-11-24 03:51:02
500325,105951,product,400022,3,600.0,2024-01-03 01:54:53
500326,150743,product,400183,1,220.0,2023-10-10 00:41:20
500327,111939,course,300012,1,160.0,2024-09-22 23:06:18
500328,159449,product,400175,3,180.0,2023-06-09 06:26:55
500329,101272,course,300202,1,50.0,2025-07-10 19:17:34
500330,165054,product,400001,2,560.0,2024-10-01 17:10:24
500331,110401,course,300285,1,150.0,2024-09-05 07:03:11
500332,141101,course,300469,1,150.0,2025-03-22 08:23:49
500333,157259,product,400229,2,240.0,2023-08-08 09:21:13
500334,125590,product,400064,2,440.0,2024-07-22 07:12:13
500335,155765,product,400045,1,110.0,2024-08-29 16:32:31
500336,151863,product,400093,2,420.0,2024-10-24 20:31:44
500337,152393,product,400005,1,170.0,2023-10-08 04:54:20
500338,156959,product,400294,1,240.0,2023-05-13 14:45:08
500339,123156,course,300296,1,190.0,2024-10-11 04:48:20
500340,154920,product,400054,2,180.0,2024-06-17 16:56:02
500341,169829,product,400181,2,320.0,2025-02-03 07:41:53
500342,105730,course,300156,1,90.0,2024-07-28 21:23:49
500343,106630,course,300297,1,260.0,2023-10-15 04:36:27
500344,134945,course,300001,1,250.0,2025-02-25 12:05:54
500345,100255,product,400018,2,320.0,2024-01-20 20:57:16
500346,104288,product,400120,1,150.0,2024-11-12 21:18:12
500347,146180,product,400287,1,90.0,2024-06-14 08:23:31
500348,141152,product,400170,1,200.0,2024-03-02 20:43:09
500349,155211,product,400263,3,480.0,2024-05-23 02:32:45
500350,146349,product,400190,1,100.0,2025-01-07 06:46:28
500351,123243,course,300441,1,270.0,2024-12-13 10:33:27
500352,102270,product,400183,1,220.0,2025-03-05 18:59:06
500353,163069,product,400229,1,120.0,2024-02-22 10:34:07
500354,120681,product,400079,1,140.0,2024-04-23 17:03:22
500355,153459,product,400208,2,320.0,2023-07-04 15:12:10
500356,100817,course,300221,1,250.0,2023-09-25 04:11:35
500357,126514,product,400075,1,80.0,2024-12-11 02:19:28
500358,128677,product,400166,3,690.0,2023-08-16 04:56:16
500359,133678,course,300376,1,100.0,2023-07-08 15:41:24
500360,105079,product,400007,2,500.0,2023-07-08 19:49:13
500361,117242,product,400234,3,330.0,2023-05-30 03:38:31
500362,135442,course,300490,1,80.0,2024-10-05 16:03:31
500363,146718,product,400078,3,630.0,2025-01-25 14:32:14
500364,147969,course,300402,1,110.0,2025-07-10 18:04:04
500365,153610,product,400159,3,660.0,2024-09-24 13:24:51
500366,155011,product,400180,3,630.0,2023-10-05 18:05:15
500367,136984,product,400192,3,450.0,2023-12-14 21:58:10
500368,161074,product,400124,1,260.0,2023-12-05 00:52:20
500369,144739,course,300250,1,270.0,2024-09-04 02:59:30
500370,164312,course,300056,1,110.0,2025-01-31 10:36:29
500371,150813,product,400058,1,110.0,2024-09-17 10:12:17
500372,118091,product,400241,1,100.0,2023-10-17 23:07:59
500373,168246,product,400276,3,810.0,2024-05-25 20:17:35
500374,104754,course,300487,1,120.0,2024-01-21 05:50:35
500375,153351,product,400002,3,270.0,2023-05-30 17:31:28
500376,110379,product,400186,2,220.0,2023-05-23 18:12:06
500377,102852,product,400212,1,70.0,2023-06-30 10:33:32
500378,137193,course,300093,1,290.0,2024-02-03 01:55:58
500379,128290,product,400098,1,110.0,2023-09-12 11:05:00
500380,134329,product,400027,3,540.0,2024-10-04 17:58:31
500381,128229,course,300437,1,210.0,2024-05-13 16:48:12
500382,107239,product,400036,1,250.0,2024-01-20 07:36:56
500383,147079,course,300244,1,300.0,2023-12-23 23:14:13
500384,129443,product,400201,3,570.0,2023-11-20 11:01:43
500385,105201,product,400266,1,60.0,2023-11-02 15:20:20
500386,129062,product,400057,3,780.0,2023-07-27 11:50:42
500387,133410,course,300390,1,220.0,2024-05-18 10:11:00
500388,161066,course,300044,1,230.0,2025-03-10 21:43:05
500389,157943,product,400056,2,460.0,2023-05-22 19:59:09
500390,138701,product,400118,2,320.0,2024-05-06 10:33:28
500391,126246,product,400098,2,220.0,2024-05-14 23:05:54
500392,163971,product,400069,3,600.0,2025-01-24 21:52:28
500393,168722,product,400070,2,300.0,2023-11-19 16:18:25
500394,140311,product,400047,3,870.0,2023-09-23 05:47:22
500395,162889,course,300162,1,180.0,2024-12-22 02:41:54
500396,158062,product,400087,2,180.0,2024-10-30 09:30:59
500397,104626,product,400008,2,220.0,2023-06-18 08:00:23
500398,120041,product,400174,2,320.0,2024-02-27 06:57:19
500399,126347,product,400004,3,750.0,2023-04-26 10:09:35
500400,145922,product,400122,3,780.0,2023-11-05 06:35:59
500401,119207,course,300363,1,280.0,2024-09-08 16:35:27
500402,155541,product,400050,3,360.0,2023-12-21 14:26:12
500403,119301,product,400132,3,840.0,2023-07-08 21:14:35
500404,100608,product,400230,3,870.0,2023-08-11 15:37:04
500405,123089,product,400043,2,460.0,2024-09-02 11:26:59
500406,119101,product,400269,1,60.0,2024-09-16 23:30:43
500407,105638,product,400157,1,270.0,2023-11-26 05:25:02
500408,158087,course,300316,1,80.0,2024-12-10 19:28:53
500409,133204,product,400010,1,220.0,2023-05-26 21:05:11
500410,169019,product,400182,1,270.0,2024-07-12 05:52:09
500411,132729,course,300348,1,290.0,2024-02-09 07:52:04
500412,121226,course,300358,1,290.0,2023-07-13 23:19:05
500413,164396,course,300075,1,100.0,2023-12-29 04:55:01
500414,109931,course,300198,1,230.0,2025-06-15 15:54:36
500415,119024,product,400287,2,180.0,2024-10-25 04:06:29
500416,119729,product,400218,2,480.0,2023-06-05 00:09:00
500417,114673,product,400059,1,250.0,2023-07-01 04:17:57
500418,120208,course,300129,1,280.0,2024-02-23 01:47:39
500419,106055,course,300268,1,210.0,2025-02-28 16:41:26
500420,140477,course,300450,1,290.0,2024-03-30 02:06:29
500421,119833,product,400245,2,540.0,2025-01-25 15:26:25
500422,146225,product,400107,1,190.0,2024-07-27 00:59:53
500423,114514,product,400161,2,240.0,2024-03-23 00:35:11
500424,147317,product,400009,3,690.0,2023-06-13 05:39:03
500425,131693,product,400266,1,60.0,2023-07-04 22:32:20
500426,141905,course,300350,1,100.0,2023-05-28 01:40:21
500427,160716,product,400287,3,270.0,2023-12-20 11:11:18
500428,165723,course,300490,1,80.0,2023-08-23 11:29:20
500429,146332,course,300295,1,220.0,2023-06-04 15:39:54
500430,124197,course,300454,1,160.0,2023-10-01 07:55:01
500431,147810,product,400221,2,220.0,2024-09-07 02:56:25
500432,167061,product,400030,1,150.0,2024-03-21 07:27:49
500433,121374,product,400058,1,110.0,2025-04-05 05:53:48
500434,104414,course,300143,1,200.0,2023-12-16 14:47:27
500435,116062,course,300439,1,80.0,2024-02-08 16:29:42
500436,144934,product,400088,3,510.0,2024-09-04 05:04:12
500437,137699,course,300387,1,60.0,2023-10-08 03:46:14
500438,130587,product,400100,3,360.0,2023-09-08 15:14:51
500439,101113,product,400028,2,120.0,2025-03-02 03:48:05
500440,122184,course,300232,1,220.0,2025-04-26 10:34:50
500441,143634,product,400109,1,90.0,2024-10-08 12:28:50
500442,161633,course,300345,1,210.0,2025-01-29 17:29:34
500443,128783,course,300433,1,90.0,2023-09-03 23:48:31
500444,159090,product,400079,1,140.0,2024-06-21 17:34:22
500445,130669,product,400022,3,600.0,2024-07-18 00:50:25
500446,110080,product,400211,3,870.0,2023-05-31 01:52:49
500447,168392,course,300268,1,210.0,2023-11-15 09:08:07
500448,120290,course,300177,1,90.0,2024-11-07 21:56:46
500449,101411,course,300029,1,300.0,2024-04-17 17:41:33
500450,120162,product,400059,1,250.0,2024-03-18 03:14:07
500451,118751,course,300433,1,90.0,2025-06-01 01:49:49
500452,100373,product,400100,2,240.0,2024-09-04 05:50:08
500453,136816,product,400267,2,440.0,2023-11-22 20:07:36
500454,110476,course,300450,1,290.0,2024-07-10 16:03:53
500455,151357,product,400172,3,570.0,2024-07-03 08:44:52
500456,161561,course,300044,1,230.0,2024-12-12 06:06:38
500457,114172,product,400165,3,600.0,2024-12-09 23:30:52
500458,125859,course,300202,1,50.0,2023-08-11 02:30:46
500459,158478,course,300378,1,70.0,2024-11-19 15:17:51
500460,130473,course,300354,1,60.0,2024-01-19 07:06:07
500461,134743,product,400195,3,390.0,2024-12-26 22:06:47
500462,124182,product,400151,3,780.0,2023-09-16 05:04:19
500463,159274,product,400060,2,500.0,2024-05-24 10:57:15
