course_instance_id,course_name,template_id,course_id,start_datetime,end_datetime,status
C300233_20250609,Evening Cycling Endurance Session,100254,300233,2025-06-09 14:00:00,2025-06-09 16:00:00,absent
C300482_20250609,Morning Yoga Advanced Session,100189,300482,2025-06-09 18:00:00,2025-06-09 20:00:00,present
C300239_20250609,Morning Yoga Intermediate Program,100212,300239,2025-06-09 18:00:00,2025-06-09 20:00:00,absent
C300135_20250610,Evening Cycling HIIT Workshop,100095,300135,2025-06-10 14:00:00,2025-06-10 16:00:00,present
C300138_20250610,Morning Yoga Intermediate Program,100081,300138,2025-06-10 14:00:00,2025-06-10 16:00:00,present
C300027_20250610,Evening Martial Arts MMA Program,100252,300027,2025-06-10 19:00:00,2025-06-10 21:00:00,absent
C300362_20250611,Weekend Cycling Indoor Class,100213,300362,2025-06-11 09:00:00,2025-06-11 11:00:00,present
C300228_20250611,Weekend Pilates Reformer Class,100007,300228,2025-06-11 14:00:00,2025-06-11 16:00:00,present
C300185_20250611,Evening Dance Aerobic Session,100009,300185,2025-06-11 14:00:00,2025-06-11 16:00:00,present
C300444_20250611,Afternoon Cycling Indoor Session,100033,300444,2025-06-11 14:00:00,2025-06-11 16:00:00,present
C300482_20250611,Morning Yoga Advanced Session,100189,300482,2025-06-11 18:00:00,2025-06-11 20:00:00,present
C300475_20250611,Evening Pilates Reformer Class,100171,300475,2025-06-11 19:00:00,2025-06-11 21:00:00,present
C300070_20250611,Morning Dance Zumba Workshop,100279,300070,2025-06-11 19:00:00,2025-06-11 21:00:00,present
C300136_20250611,Evening Martial Arts MMA Workshop,100107,300136,2025-06-11 19:00:00,2025-06-11 21:00:00,present
C300456_20250612,Afternoon Weightlifting Power Class,100229,300456,2025-06-12 09:00:00,2025-06-12 11:00:00,absent
C300294_20250612,Evening Yoga Prenatal Session,100229,300294,2025-06-12 09:00:00,2025-06-12 11:00:00,absent
C300074_20250612,Weekend Pilates Group Session,100229,300074,2025-06-12 09:00:00,2025-06-12 11:00:00,absent
C300307_20250612,Morning Pilates Reformer Program,100290,300307,2025-06-12 09:00:00,2025-06-12 11:00:00,present
C300043_20250612,Weekend Dance Hip-hop Class,100144,300043,2025-06-12 14:00:00,2025-06-12 16:00:00,absent
C300302_20250612,Morning Pilates Reformer Session,100129,300302,2025-06-12 18:00:00,2025-06-12 20:00:00,present
C300149_20250613,Weekend Weightlifting Technique Class,100100,300149,2025-06-13 09:00:00,2025-06-13 11:00:00,absent
C300213_20250613,Weekend Yoga Hot Program,100205,300213,2025-06-13 09:00:00,2025-06-13 11:00:00,absent
C300228_20250613,Weekend Pilates Reformer Class,100007,300228,2025-06-13 14:00:00,2025-06-13 16:00:00,absent
C300271_20250613,Morning Cycling HIIT Class,100271,300271,2025-06-13 18:00:00,2025-06-13 20:00:00,present
C300248_20250613,Morning Weightlifting Power Session,100271,300248,2025-06-13 18:00:00,2025-06-13 20:00:00,absent
C300482_20250613,Morning Yoga Advanced Session,100189,300482,2025-06-13 18:00:00,2025-06-13 20:00:00,present
C300475_20250613,Evening Pilates Reformer Class,100171,300475,2025-06-13 19:00:00,2025-06-13 21:00:00,absent
C300294_20250614,Evening Yoga Prenatal Session,100229,300294,2025-06-14 09:00:00,2025-06-14 11:00:00,present
C300379_20250614,Morning Yoga Advanced Class,100054,300379,2025-06-14 09:00:00,2025-06-14 11:00:00,present
C300074_20250614,Weekend Pilates Group Session,100229,300074,2025-06-14 09:00:00,2025-06-14 11:00:00,absent
C300055_20250614,Afternoon Cycling Indoor Class,100054,300055,2025-06-14 09:00:00,2025-06-14 11:00:00,present
C300456_20250614,Afternoon Weightlifting Power Class,100229,300456,2025-06-14 09:00:00,2025-06-14 11:00:00,present
C300099_20250614,Weekend Martial Arts Boxing Session,100184,300099,2025-06-14 09:00:00,2025-06-14 11:00:00,present
C300088_20250614,Afternoon Martial Arts Kickboxing Workshop,100291,300088,2025-06-14 14:00:00,2025-06-14 16:00:00,present
C300043_20250614,Weekend Dance Hip-hop Class,100144,300043,2025-06-14 14:00:00,2025-06-14 16:00:00,present
C300233_20250614,Evening Cycling Endurance Session,100254,300233,2025-06-14 14:00:00,2025-06-14 16:00:00,present
C300465_20250614,Evening Martial Arts Kickboxing Workshop,100063,300465,2025-06-14 19:00:00,2025-06-14 21:00:00,present
C300080_20250614,Morning Martial Arts Kickboxing Class,100063,300080,2025-06-14 19:00:00,2025-06-14 21:00:00,present
C300226_20250615,Afternoon Martial Arts MMA Class,100216,300226,2025-06-15 09:00:00,2025-06-15 11:00:00,present
C300185_20250615,Evening Dance Aerobic Session,100009,300185,2025-06-15 14:00:00,2025-06-15 16:00:00,present
C300270_20250615,Weekend Cycling HIIT Session,100090,300270,2025-06-15 14:00:00,2025-06-15 16:00:00,present
C300410_20250615,Afternoon Martial Arts Boxing Workshop,100090,300410,2025-06-15 14:00:00,2025-06-15 16:00:00,present
C300233_20250615,Evening Cycling Endurance Session,100254,300233,2025-06-15 14:00:00,2025-06-15 16:00:00,absent
C300136_20250615,Evening Martial Arts MMA Workshop,100107,300136,2025-06-15 19:00:00,2025-06-15 21:00:00,absent
C300042_20250615,Evening Pilates Reformer Workshop,100096,300042,2025-06-15 19:00:00,2025-06-15 21:00:00,present
C300070_20250615,Morning Dance Zumba Workshop,100279,300070,2025-06-15 19:00:00,2025-06-15 21:00:00,absent
C300475_20250615,Evening Pilates Reformer Class,100171,300475,2025-06-15 19:00:00,2025-06-15 21:00:00,present
C300032_20250615,Afternoon Weightlifting Power Session,100279,300032,2025-06-15 19:00:00,2025-06-15 21:00:00,absent
C300055_20250616,Afternoon Cycling Indoor Class,100054,300055,2025-06-16 09:00:00,2025-06-16 11:00:00,present
C300379_20250616,Morning Yoga Advanced Class,100054,300379,2025-06-16 09:00:00,2025-06-16 11:00:00,absent
C300471_20250616,Afternoon Martial Arts MMA Session,100280,300471,2025-06-16 09:00:00,2025-06-16 11:00:00,present
C300449_20250616,Weekend Yoga Beginner Class,100091,300449,2025-06-16 09:00:00,2025-06-16 11:00:00,absent
C300077_20250616,Morning Dance Aerobic Program,100091,300077,2025-06-16 09:00:00,2025-06-16 11:00:00,absent
C300425_20250616,Afternoon Yoga Hot Program,100253,300425,2025-06-16 09:00:00,2025-06-16 11:00:00,absent
C300307_20250616,Morning Pilates Reformer Program,100290,300307,2025-06-16 09:00:00,2025-06-16 11:00:00,absent
C300233_20250616,Evening Cycling Endurance Session,100254,300233,2025-06-16 14:00:00,2025-06-16 16:00:00,present
C300492_20250616,Morning Dance Aerobic Class,100234,300492,2025-06-16 14:00:00,2025-06-16 16:00:00,absent
C300482_20250616,Morning Yoga Advanced Session,100189,300482,2025-06-16 18:00:00,2025-06-16 20:00:00,present
C300239_20250616,Morning Yoga Intermediate Program,100212,300239,2025-06-16 18:00:00,2025-06-16 20:00:00,present
C300042_20250616,Evening Pilates Reformer Workshop,100096,300042,2025-06-16 19:00:00,2025-06-16 21:00:00,absent
C300325_20250617,Afternoon Martial Arts Kickboxing Workshop,100163,300325,2025-06-17 09:00:00,2025-06-17 11:00:00,present
C300135_20250617,Evening Cycling HIIT Workshop,100095,300135,2025-06-17 14:00:00,2025-06-17 16:00:00,present
C300492_20250617,Morning Dance Aerobic Class,100234,300492,2025-06-17 14:00:00,2025-06-17 16:00:00,absent
C300408_20250617,Morning Cycling Endurance Program,100093,300408,2025-06-17 14:00:00,2025-06-17 16:00:00,present
C300138_20250617,Morning Yoga Intermediate Program,100081,300138,2025-06-17 14:00:00,2025-06-17 16:00:00,absent
C300027_20250617,Evening Martial Arts MMA Program,100252,300027,2025-06-17 19:00:00,2025-06-17 21:00:00,present
C300042_20250617,Evening Pilates Reformer Workshop,100096,300042,2025-06-17 19:00:00,2025-06-17 21:00:00,absent
C300178_20250617,Afternoon Weightlifting Strength Class,100235,300178,2025-06-17 19:00:00,2025-06-17 21:00:00,present
C300414_20250617,Evening Weightlifting Power Session,100252,300414,2025-06-17 19:00:00,2025-06-17 21:00:00,present
C300362_20250618,Weekend Cycling Indoor Class,100213,300362,2025-06-18 09:00:00,2025-06-18 11:00:00,present
C300161_20250618,Afternoon Weightlifting Olympic Program,100161,300161,2025-06-18 14:00:00,2025-06-18 16:00:00,present
C300185_20250618,Evening Dance Aerobic Session,100009,300185,2025-06-18 14:00:00,2025-06-18 16:00:00,present
C300444_20250618,Afternoon Cycling Indoor Session,100033,300444,2025-06-18 14:00:00,2025-06-18 16:00:00,absent
C300228_20250618,Weekend Pilates Reformer Class,100007,300228,2025-06-18 14:00:00,2025-06-18 16:00:00,present
C300437_20250618,Afternoon Yoga Intermediate Class,100101,300437,2025-06-18 18:00:00,2025-06-18 20:00:00,present
C300357_20250618,Morning Pilates Mat Session,100031,300357,2025-06-18 18:00:00,2025-06-18 20:00:00,absent
C300482_20250618,Morning Yoga Advanced Session,100189,300482,2025-06-18 18:00:00,2025-06-18 20:00:00,absent
C300382_20250618,Evening Pilates Clinical Class,100282,300382,2025-06-18 18:00:00,2025-06-18 20:00:00,absent
C300440_20250618,Weekend Weightlifting Technique Program,100101,300440,2025-06-18 18:00:00,2025-06-18 20:00:00,present
C300032_20250618,Afternoon Weightlifting Power Session,100279,300032,2025-06-18 19:00:00,2025-06-18 21:00:00,absent
C300475_20250618,Evening Pilates Reformer Class,100171,300475,2025-06-18 19:00:00,2025-06-18 21:00:00,absent
C300136_20250618,Evening Martial Arts MMA Workshop,100107,300136,2025-06-18 19:00:00,2025-06-18 21:00:00,present
C300070_20250618,Morning Dance Zumba Workshop,100279,300070,2025-06-18 19:00:00,2025-06-18 21:00:00,present
C300456_20250619,Afternoon Weightlifting Power Class,100229,300456,2025-06-19 09:00:00,2025-06-19 11:00:00,present
C300074_20250619,Weekend Pilates Group Session,100229,300074,2025-06-19 09:00:00,2025-06-19 11:00:00,present
C300294_20250619,Evening Yoga Prenatal Session,100229,300294,2025-06-19 09:00:00,2025-06-19 11:00:00,absent
C300307_20250619,Morning Pilates Reformer Program,100290,300307,2025-06-19 09:00:00,2025-06-19 11:00:00,absent
C300161_20250619,Afternoon Weightlifting Olympic Program,100161,300161,2025-06-19 14:00:00,2025-06-19 16:00:00,absent
C300043_20250619,Weekend Dance Hip-hop Class,100144,300043,2025-06-19 14:00:00,2025-06-19 16:00:00,present
C300277_20250619,Evening Dance Hip-hop Session,100079,300277,2025-06-19 18:00:00,2025-06-19 20:00:00,present
C300302_20250619,Morning Pilates Reformer Session,100129,300302,2025-06-19 18:00:00,2025-06-19 20:00:00,present
C300298_20250619,Weekend Dance Aerobic Class,100225,300298,2025-06-19 19:00:00,2025-06-19 21:00:00,absent
C300012_20250619,Afternoon Martial Arts MMA Program,100225,300012,2025-06-19 19:00:00,2025-06-19 21:00:00,present
C300132_20250619,Evening Pilates Reformer Session,100225,300132,2025-06-19 19:00:00,2025-06-19 21:00:00,present
C300149_20250620,Weekend Weightlifting Technique Class,100100,300149,2025-06-20 09:00:00,2025-06-20 11:00:00,present
C300213_20250620,Weekend Yoga Hot Program,100205,300213,2025-06-20 09:00:00,2025-06-20 11:00:00,present
C300228_20250620,Weekend Pilates Reformer Class,100007,300228,2025-06-20 14:00:00,2025-06-20 16:00:00,absent
C300271_20250620,Morning Cycling HIIT Class,100271,300271,2025-06-20 18:00:00,2025-06-20 20:00:00,absent
C300219_20250620,Morning Cycling HIIT Session,100125,300219,2025-06-20 18:00:00,2025-06-20 20:00:00,present
C300248_20250620,Morning Weightlifting Power Session,100271,300248,2025-06-20 18:00:00,2025-06-20 20:00:00,absent
C300203_20250620,Weekend Yoga Advanced Workshop,100125,300203,2025-06-20 18:00:00,2025-06-20 20:00:00,absent
C300482_20250620,Morning Yoga Advanced Session,100189,300482,2025-06-20 18:00:00,2025-06-20 20:00:00,absent
C300475_20250620,Evening Pilates Reformer Class,100171,300475,2025-06-20 19:00:00,2025-06-20 21:00:00,present
C300379_20250621,Morning Yoga Advanced Class,100054,300379,2025-06-21 09:00:00,2025-06-21 11:00:00,absent
C300294_20250621,Evening Yoga Prenatal Session,100229,300294,2025-06-21 09:00:00,2025-06-21 11:00:00,present
C300055_20250621,Afternoon Cycling Indoor Class,100054,300055,2025-06-21 09:00:00,2025-06-21 11:00:00,present
C300099_20250621,Weekend Martial Arts Boxing Session,100184,300099,2025-06-21 09:00:00,2025-06-21 11:00:00,absent
C300456_20250621,Afternoon Weightlifting Power Class,100229,300456,2025-06-21 09:00:00,2025-06-21 11:00:00,absent
C300074_20250621,Weekend Pilates Group Session,100229,300074,2025-06-21 09:00:00,2025-06-21 11:00:00,present
C300269_20250621,Morning Dance Zumba Class,100291,300269,2025-06-21 14:00:00,2025-06-21 16:00:00,present
C300408_20250621,Morning Cycling Endurance Program,100093,300408,2025-06-21 14:00:00,2025-06-21 16:00:00,absent
C300233_20250621,Evening Cycling Endurance Session,100254,300233,2025-06-21 14:00:00,2025-06-21 16:00:00,absent
C300043_20250621,Weekend Dance Hip-hop Class,100144,300043,2025-06-21 14:00:00,2025-06-21 16:00:00,absent
C300088_20250621,Afternoon Martial Arts Kickboxing Workshop,100291,300088,2025-06-21 14:00:00,2025-06-21 16:00:00,absent
C300005_20250621,Evening Cycling Endurance Class,100168,300005,2025-06-21 14:00:00,2025-06-21 16:00:00,present
C300497_20250621,Morning Martial Arts MMA Class,100180,300497,2025-06-21 18:00:00,2025-06-21 20:00:00,absent
C300150_20250621,Morning Weightlifting Strength Workshop,100180,300150,2025-06-21 18:00:00,2025-06-21 20:00:00,absent
C300277_20250621,Evening Dance Hip-hop Session,100079,300277,2025-06-21 18:00:00,2025-06-21 20:00:00,absent
C300405_20250621,Afternoon Weightlifting Power Workshop,100299,300405,2025-06-21 19:00:00,2025-06-21 21:00:00,absent
C300465_20250621,Evening Martial Arts Kickboxing Workshop,100063,300465,2025-06-21 19:00:00,2025-06-21 21:00:00,absent
C300080_20250621,Morning Martial Arts Kickboxing Class,100063,300080,2025-06-21 19:00:00,2025-06-21 21:00:00,present
C300224_20250621,Evening Yoga Beginner Class,100236,300224,2025-06-21 19:00:00,2025-06-21 21:00:00,present
C300226_20250622,Afternoon Martial Arts MMA Class,100216,300226,2025-06-22 09:00:00,2025-06-22 11:00:00,absent
C300410_20250622,Afternoon Martial Arts Boxing Workshop,100090,300410,2025-06-22 14:00:00,2025-06-22 16:00:00,absent
C300156_20250622,Afternoon Martial Arts Boxing Workshop,100003,300156,2025-06-22 14:00:00,2025-06-22 16:00:00,absent
C300005_20250622,Evening Cycling Endurance Class,100168,300005,2025-06-22 14:00:00,2025-06-22 16:00:00,present
C300270_20250622,Weekend Cycling HIIT Session,100090,300270,2025-06-22 14:00:00,2025-06-22 16:00:00,absent
C300233_20250622,Evening Cycling Endurance Session,100254,300233,2025-06-22 14:00:00,2025-06-22 16:00:00,present
C300185_20250622,Evening Dance Aerobic Session,100009,300185,2025-06-22 14:00:00,2025-06-22 16:00:00,present
C300407_20250622,Afternoon Yoga Beginner Class,100084,300407,2025-06-22 18:00:00,2025-06-22 20:00:00,absent
C300048_20250622,Afternoon Weightlifting Technique Session,100084,300048,2025-06-22 18:00:00,2025-06-22 20:00:00,present
C300437_20250622,Afternoon Yoga Intermediate Class,100101,300437,2025-06-22 18:00:00,2025-06-22 20:00:00,present
C300440_20250622,Weekend Weightlifting Technique Program,100101,300440,2025-06-22 18:00:00,2025-06-22 20:00:00,absent
C300070_20250622,Morning Dance Zumba Workshop,100279,300070,2025-06-22 19:00:00,2025-06-22 21:00:00,absent
C300475_20250622,Evening Pilates Reformer Class,100171,300475,2025-06-22 19:00:00,2025-06-22 21:00:00,absent
C300032_20250622,Afternoon Weightlifting Power Session,100279,300032,2025-06-22 19:00:00,2025-06-22 21:00:00,present
C300042_20250622,Evening Pilates Reformer Workshop,100096,300042,2025-06-22 19:00:00,2025-06-22 21:00:00,absent
C300136_20250622,Evening Martial Arts MMA Workshop,100107,300136,2025-06-22 19:00:00,2025-06-22 21:00:00,absent
C300471_20250623,Afternoon Martial Arts MMA Session,100280,300471,2025-06-23 09:00:00,2025-06-23 11:00:00,present
C300449_20250623,Weekend Yoga Beginner Class,100091,300449,2025-06-23 09:00:00,2025-06-23 11:00:00,present
C300425_20250623,Afternoon Yoga Hot Program,100253,300425,2025-06-23 09:00:00,2025-06-23 11:00:00,absent
C300077_20250623,Morning Dance Aerobic Program,100091,300077,2025-06-23 09:00:00,2025-06-23 11:00:00,present
C300307_20250623,Morning Pilates Reformer Program,100290,300307,2025-06-23 09:00:00,2025-06-23 11:00:00,absent
C300492_20250623,Morning Dance Aerobic Class,100234,300492,2025-06-23 14:00:00,2025-06-23 16:00:00,absent
C300233_20250623,Evening Cycling Endurance Session,100254,300233,2025-06-23 14:00:00,2025-06-23 16:00:00,present
C300448_20250623,Afternoon Martial Arts Kickboxing Class,100201,300448,2025-06-23 14:00:00,2025-06-23 16:00:00,present
C300239_20250623,Morning Yoga Intermediate Program,100212,300239,2025-06-23 18:00:00,2025-06-23 20:00:00,present
C300482_20250623,Morning Yoga Advanced Session,100189,300482,2025-06-23 18:00:00,2025-06-23 20:00:00,present
C300114_20250623,Evening Pilates Clinical Class,100074,300114,2025-06-23 18:00:00,2025-06-23 20:00:00,absent
C300214_20250623,Evening Martial Arts Boxing Workshop,100202,300214,2025-06-23 18:00:00,2025-06-23 20:00:00,present
C300042_20250623,Evening Pilates Reformer Workshop,100096,300042,2025-06-23 19:00:00,2025-06-23 21:00:00,present
C300395_20250623,Afternoon Martial Arts Kickboxing Class,100267,300395,2025-06-23 19:00:00,2025-06-23 21:00:00,present
C300452_20250624,Weekend Pilates Reformer Program,100156,300452,2025-06-24 09:00:00,2025-06-24 11:00:00,present
C300120_20250624,Morning Weightlifting Strength Program,100156,300120,2025-06-24 09:00:00,2025-06-24 11:00:00,absent
C300467_20250624,Weekend Yoga Hot Workshop,100019,300467,2025-06-24 09:00:00,2025-06-24 11:00:00,absent
C300429_20250624,Evening Pilates Clinical Session,100297,300429,2025-06-24 09:00:00,2025-06-24 11:00:00,present
C300325_20250624,Afternoon Martial Arts Kickboxing Workshop,100163,300325,2025-06-24 09:00:00,2025-06-24 11:00:00,present
C300408_20250624,Morning Cycling Endurance Program,100093,300408,2025-06-24 14:00:00,2025-06-24 16:00:00,present
C300492_20250624,Morning Dance Aerobic Class,100234,300492,2025-06-24 14:00:00,2025-06-24 16:00:00,present
C300448_20250624,Afternoon Martial Arts Kickboxing Class,100201,300448,2025-06-24 14:00:00,2025-06-24 16:00:00,absent
C300138_20250624,Morning Yoga Intermediate Program,100081,300138,2025-06-24 14:00:00,2025-06-24 16:00:00,present
C300084_20250624,Morning Pilates Reformer Program,100081,300084,2025-06-24 14:00:00,2025-06-24 16:00:00,present
C300440_20250624,Weekend Weightlifting Technique Program,100101,300440,2025-06-24 18:00:00,2025-06-24 20:00:00,absent
C300214_20250624,Evening Martial Arts Boxing Workshop,100202,300214,2025-06-24 18:00:00,2025-06-24 20:00:00,present
C300437_20250624,Afternoon Yoga Intermediate Class,100101,300437,2025-06-24 18:00:00,2025-06-24 20:00:00,present
C300178_20250624,Afternoon Weightlifting Strength Class,100235,300178,2025-06-24 19:00:00,2025-06-24 21:00:00,present
C300414_20250624,Evening Weightlifting Power Session,100252,300414,2025-06-24 19:00:00,2025-06-24 21:00:00,absent
C300042_20250624,Evening Pilates Reformer Workshop,100096,300042,2025-06-24 19:00:00,2025-06-24 21:00:00,absent
C300027_20250624,Evening Martial Arts MMA Program,100252,300027,2025-06-24 19:00:00,2025-06-24 21:00:00,absent
C300362_20250625,Weekend Cycling Indoor Class,100213,300362,2025-06-25 09:00:00,2025-06-25 11:00:00,absent
C300444_20250625,Afternoon Cycling Indoor Session,100033,300444,2025-06-25 14:00:00,2025-06-25 16:00:00,present
C300185_20250625,Evening Dance Aerobic Session,100009,300185,2025-06-25 14:00:00,2025-06-25 16:00:00,present
C300228_20250625,Weekend Pilates Reformer Class,100007,300228,2025-06-25 14:00:00,2025-06-25 16:00:00,present
C300106_20250625,Weekend Martial Arts Kickboxing Program,100007,300106,2025-06-25 14:00:00,2025-06-25 16:00:00,present
C300384_20250625,Weekend Yoga Prenatal Class,100032,300384,2025-06-25 14:00:00,2025-06-25 16:00:00,present
C300161_20250625,Afternoon Weightlifting Olympic Program,100161,300161,2025-06-25 14:00:00,2025-06-25 16:00:00,absent
C300209_20250625,Morning Cycling HIIT Workshop,100239,300209,2025-06-25 14:00:00,2025-06-25 16:00:00,absent
C300482_20250625,Morning Yoga Advanced Session,100189,300482,2025-06-25 18:00:00,2025-06-25 20:00:00,absent
C300440_20250625,Weekend Weightlifting Technique Program,100101,300440,2025-06-25 18:00:00,2025-06-25 20:00:00,absent
C300437_20250625,Afternoon Yoga Intermediate Class,100101,300437,2025-06-25 18:00:00,2025-06-25 20:00:00,present
C300382_20250625,Evening Pilates Clinical Class,100282,300382,2025-06-25 18:00:00,2025-06-25 20:00:00,present
C300357_20250625,Morning Pilates Mat Session,100031,300357,2025-06-25 18:00:00,2025-06-25 20:00:00,present
C300338_20250625,Afternoon Weightlifting Technique Session,100015,300338,2025-06-25 18:00:00,2025-06-25 20:00:00,absent
C300032_20250625,Afternoon Weightlifting Power Session,100279,300032,2025-06-25 19:00:00,2025-06-25 21:00:00,present
C300475_20250625,Evening Pilates Reformer Class,100171,300475,2025-06-25 19:00:00,2025-06-25 21:00:00,absent
C300224_20250625,Evening Yoga Beginner Class,100236,300224,2025-06-25 19:00:00,2025-06-25 21:00:00,absent
C300136_20250625,Evening Martial Arts MMA Workshop,100107,300136,2025-06-25 19:00:00,2025-06-25 21:00:00,present
C300235_20250625,Afternoon Dance Aerobic Class,100075,300235,2025-06-25 19:00:00,2025-06-25 21:00:00,present
C300304_20250626,Evening Cycling Endurance Workshop,100195,300304,2025-06-26 09:00:00,2025-06-26 11:00:00,absent
C300307_20250626,Morning Pilates Reformer Program,100290,300307,2025-06-26 09:00:00,2025-06-26 11:00:00,absent
C300140_20250626,Morning Dance Aerobic Program,100143,300140,2025-06-26 09:00:00,2025-06-26 11:00:00,present
C300043_20250626,Weekend Dance Hip-hop Class,100144,300043,2025-06-26 14:00:00,2025-06-26 16:00:00,present
C300209_20250626,Morning Cycling HIIT Workshop,100239,300209,2025-06-26 14:00:00,2025-06-26 16:00:00,present
C300108_20250626,Evening Martial Arts MMA Program,100207,300108,2025-06-26 14:00:00,2025-06-26 16:00:00,present
C300161_20250626,Afternoon Weightlifting Olympic Program,100161,300161,2025-06-26 14:00:00,2025-06-26 16:00:00,absent
C300277_20250626,Evening Dance Hip-hop Session,100079,300277,2025-06-26 18:00:00,2025-06-26 20:00:00,absent
C300144_20250626,Morning Cycling HIIT Session,100191,300144,2025-06-26 18:00:00,2025-06-26 20:00:00,absent
C300302_20250626,Morning Pilates Reformer Session,100129,300302,2025-06-26 18:00:00,2025-06-26 20:00:00,present
